id,releasedate,title,genre,budget,revenue,year,has_trailer
13215,2010-10-15,Jackass 3D,Comedy,"$20,000,000","$117,229,692",2010,True
13216,2006-09-22,Jackass: Number Two,Comedy,"$11,000,000","$72,778,712",2006,False
13217,2013-10-25,Jackass Presents: Bad Grandpa,Comedy,"$15,000,000","$102,003,019",2013,True
13218,2014-07-08,Jackass Presents: Bad Grandpa .5,Comedy,,$0,2014,False
13219,2002-10-25,Jackass: The Movie,Comedy,"$5,000,000","$64,282,312",2002,False
13220,2010-12-31,Jackboots on Whitehall,Adventure,,$0,2010,False
13221,2005-03-04,The Jacket,Thriller/Suspense,"$28,500,000","$6,301,131",2005,False
13222,2014-12-31,Jackhammer,Comedy,,$0,2014,False
13223,2016-12-02,Jackie,Drama,"$9,000,000","$13,960,394",2016,True
13224,2012-12-31,Jackie,Drama,,$0,2012,False
13225,2015-06-30,Jackie & Ryan,Drama,,$0,2015,False
13226,1997-12-25,Jackie Brown,Drama,"$12,000,000","$39,673,162",1997,False
13227,2003-02-04,Jackie Chan: Gen-Y Cops,Action,,$0,2003,False
13228,2010-12-31,Jackie Chan Kung Fu Master,,,$0,2010,False
13229,2010-01-26,Jackie Chan Presents: Wushu,,,$0,2010,False
13230,1997-01-10,Jackie Chan’s First Strike,Action,,"$14,601,662",1997,False
13231,2013-04-02,Jackie Robinson: My Story,Drama,,$0,2013,False
13232,1989-03-10,Jacknife,,,"$2,049,769",1989,False
13233,2001-07-27,Jackpot,Drama,"$400,000","$44,452",2001,False
13234,2016-12-31,Jackson Durai,Horror,,$0,2016,False
13235,2013-04-16,Jacob,Horror,,$0,2013,False
13236,2016-12-31,Jacobinte Swargarajyam,Drama,,$0,2016,False
13237,1990-11-02,Jacob's Ladder,Thriller/Suspense,,"$25,965,144",1990,False
13238,2016-10-18,Jacqueline Argentine,Comedy,,$0,2016,False
13239,2007-12-31,Jacquou le Croquant,,,$0,2007,False
13240,1995-10-13,Jade,Thriller/Suspense,"$50,000,000","$9,812,870",1995,False
13241,2017-10-24,The Jade Pendant,,,$0,2017,False
13242,2010-04-06,Jade Warrior,Multiple Genres,,$0,2010,False
13243,2015-12-31,Jadotville,Thriller/Suspense,,$0,2015,False
13244,2016-12-31,Jaesim,Drama,,$0,2016,False
13245,2015-11-13,Jag är Ingrid,Documentary,,"$138,148",2015,False
13246,1969-03-10,Jag ar Nyfiken - en film i gult,,,"$20,200,000",1969,False
13247,1985-10-04,Jagged Edge,Thriller/Suspense,,"$40,491,165",1985,False
13248,2015-12-31,Jagira,Action,,$0,2015,False
13249,2013-05-17,Jagten,Drama,"$3,450,000","$687,185",2013,False
13250,2015-12-31,Jai Gangaajal,Drama,,$0,2015,False
13251,2014-01-24,Jai Ho,Action,,"$1,187,266",2014,False
13252,2009-12-31,Jai Veeru,,,$0,2009,False
13253,2006-08-04,Jailbait,,,"$5,741",2006,False
13254,1957-10-01,Jailhouse Rock,,,"$4,000,000",1957,False
13255,2001-10-12,"Jails, Hospitals & Hip Hop",,,"$10,791",2001,False
13256,2015-12-31,Jajda,Drama,,$0,2015,False
13257,2016-12-31,Jak básníci čekají na zázrak,Comedy,,$0,2016,False
13258,2016-12-31,Jak se zbavit nevěsty,Comedy,,$0,2016,False
13259,2012-04-03,Jake & the Never Land Pirates: Peter Pan Returns,Adventure,,$0,2012,False
13260,1986-05-30,Jake Speed,Adventure,,"$1,058,048",1986,False
13261,2014-08-15,Jake Squared,Comedy,,"$2,592",2014,False
13262,2004-04-30,Jake's Booty Call,Comedy,,$0,2004,False
13263,2008-09-05,Jake's Corner,Drama,,"$37,600",2008,False
13264,2012-12-31,Jakkalan,,,$0,2012,False
13265,1999-09-24,Jakob the Liar,Drama,"$15,000,000","$4,956,401",1999,False
13266,2015-12-31,Jalaibee,Action,,$0,2015,False
13267,2014-08-13,La jalousie,Drama,,"$63,946",2014,False
13268,2008-12-31,Jalsa,Comedy,,$0,2008,False
13269,2015-05-12,Jamaica Inn,Thriller/Suspense,,$0,2015,False
13270,2013-08-02,Jamel Shabazz: Street Photographer,Documentary,,"$17,992",2013,False
13271,1996-04-12,James and the Giant Peach,Adventure,,"$28,921,264",1996,False
13272,2016-12-31,James Brown Documentary,Documentary,,$0,2016,False
13273,2014-08-08,James Cameron’s Deepsea Challenge 3D,Documentary,,"$149,879",2014,False
13274,1997-11-07,The James Gang,,,"$5,000",1997,False
13275,2004-03-05,James' Journey to Jerusalem,Drama,,"$63,768",2004,False
13276,1985-09-12,James Joyce's Women,Drama,,"$8,103",1985,False
13277,2015-11-13,James White,Drama,,"$101,368",2015,True
13278,2014-01-17,Jamesy Boy,Drama,,$0,2014,False
13279,2014-08-29,Jamie Marks Is Dead,Thriller/Suspense,,$0,2014,False
13280,2016-09-09,Janaan,,,$0,2016,False
13281,2014-12-01,Jane,Documentary,,$0,2014,False
13282,2007-09-21,The Jane Austen Book Club,Drama,,"$3,575,227",2007,False
13283,1998-07-24,Jane Austen's Mafia,Comedy,"$10,000,000","$19,843,795",1998,False
13284,1996-04-12,Jane Eyre,Drama,,"$5,200,601",1996,False
13285,1942-12-31,Jane Eyre,Drama,,$0,1942,False
13286,2011-03-11,Jane Eyre,Drama,,"$11,242,660",2011,True
13287,2015-12-31,Jane Eyre - NT Live 2015,Concert/Performance,,$0,2015,False
13288,2010-11-30,Jane Fonda: Prime Time - Fit & Strong,Instructional,,$0,2010,False
13289,2010-11-30,Jane Fonda: Prime Time - Walkout,Instructional,,$0,2010,False
13290,2016-01-29,Jane Got a Gun,Western,"$25,000,000","$1,513,793",2016,False
13291,2016-03-25,Jane Wants a Boyfriend,Comedy,,$0,2016,False
13292,2011-09-16,Jane's Journey,Documentary,,"$27,253",2011,False
13293,2002-05-10,Janice Beard,,,"$11,756",2002,False
13294,2011-10-28,Janie Jones,Comedy,,"$6,840",2011,False
13295,2015-11-27,Janis: Little Girl Blue,Documentary,,"$410,465",2015,False
13296,2009-10-16,Janky Promoters,Comedy,"$10,000,000","$9,069",2009,False
13297,2008-05-16,Jannat,Drama,,"$30,316",2008,False
13298,2012-05-04,Jannet 2,Thriller/Suspense,,$0,2012,False
13299,1989-01-13,January Man,Comedy,,"$4,611,062",1989,False
13300,2003-12-31,Japanese Story,Drama,,"$647,054",2003,False
13301,2003-03-19,Japon,,,"$21,900",2003,False
13302,2015-12-31,O Jardim da Esperança,Documentary,,$0,2015,False
13303,2005-11-04,Jarhead,Drama,"$72,000,000","$62,647,540",2005,False
13304,2014-08-19,Jarhead 2: Field of Fire,Action,,$0,2014,False
13305,2016-06-07,Jarhead 3: The Siege,Action,,$0,2016,False
13306,2017-06-16,Jasmine,Horror,,"$12,788",2017,False
13307,1994-06-24,Jason and the Argonauts,Drama,,$0,1994,False
13308,2012-12-14,Jason Becker: Not Dead Yet,Documentary,,"$1,294",2012,False
13309,2016-07-29,Jason Bourne,Action,"$120,000,000","$162,192,920",2016,True
13310,1993-08-13,Jason Goes to Hell: The Final Friday,Horror,"$3,000,000","$15,935,068",1993,False
13311,2014-12-31,Jason Nash is Married,Comedy,,$0,2014,False
13312,2002-04-26,Jason X,Horror,"$14,000,000","$13,121,555",2002,False
13313,1994-09-28,Jason's Lyric,Drama,,"$20,788,730",1994,False
13314,2016-12-31,Jasper Jones,Drama,,$0,2016,False
13315,2017-12-31,Jattu Engineer,Drama,,$0,2017,False
13316,2015-03-20,Jauja,Drama,,"$58,403",2015,False
13317,2013-05-10,Java Heat,Action,,$0,2013,False
13318,2015-09-25,Jawani Phir Nahi Ani,Comedy,,$0,2015,False
13319,2017-12-31,Jawbone,Action,,$0,2017,False
13320,1999-02-19,Jawbreaker,Black Comedy,"$3,000,000","$3,076,820",1999,False
13321,2011-12-31,Jawbreaker,Drama,,$0,2011,False
13322,1975-06-20,Jaws,Horror,"$12,000,000","$260,000,000",1975,False
13323,1978-06-16,Jaws 2,Horror,"$20,000,000","$102,922,376",1978,False
13324,1983-07-22,Jaws 3-D,Horror,,"$42,245,180",1983,False
13325,1987-07-17,Jaws 4: The Revenge,Horror,"$23,000,000","$15,728,335",1987,False
13326,1982-01-15,Jaws of Satan,,,$0,1982,False
13327,2011-12-31,Jay and Seth vs. the Apocalypse,Comedy,,$0,2011,False
13328,2012-08-14,Jay and Silent Bob Get Old: Tea Bagging In The UK,,,$0,2012,False
13329,2014-05-06,Jay & Silent Bob's Super Groovy Cartoon Movie,Action,,$0,2014,False
13330,2001-08-24,Jay and Silent Bob Strike Back,Comedy,"$22,000,000","$30,059,386",2001,False
13331,2014-12-16,Jay Johnson: The Two and Only,Concert/Performance,,$0,2014,False
13332,2016-12-31,Jayammu Nischayammu Raa,,,$0,2016,False
13333,2013-09-13,Jayne Mansfield's Car,Drama,,"$14,836",2013,False
13334,2015-10-09,Jazbaa,Thriller/Suspense,,$0,2015,False
13335,2006-03-31,Jazireh ahani,Drama,,"$27,177",2006,False
13336,2017-03-10,The Jazz Funeral,,,"$7,103",2017,False
13337,2009-04-24,Jazz in the Diamond District,,,"$7,634",2009,False
13338,2011-12-31,A Jazz Man's Blues,Drama,,$0,2011,False
13339,1927-10-06,The Jazz Singer,,,"$3,000,000",1927,False
13340,1981-05-01,The Jazz Singer,,,"$27,118,000",1981,False
13341,2008-11-07,JCVD,Comedy,,"$470,691",2008,False
13342,2007-12-31,Je Crois Que Je L'Aime,,,$0,2007,False
13343,2007-12-31,Je Deteste les Enfantes des Autres,,,$0,2007,False
13344,2016-12-31,Je-ja Ok-han-heum 2 - Je-ja-do,,,$0,2016,False
13345,2015-05-26,Je suis a toi,Comedy,,$0,2015,False
13346,2015-12-31,Je suis à vous tout de suite,Comedy,,$0,2015,False
13347,2015-07-21,Je suis Femen,Documentary,,$0,2015,False
13348,2011-09-02,Je suis heureux que ma mère soit vivante,Drama,,"$8,705",2011,False
13349,2014-02-14,"Je t'aime, je t'aime",Drama,,"$67,503",2014,False
13350,2006-12-31,"Je Vais Bien, Ne T'en Fais Pas",,,$0,2006,False
13351,2009-12-31,Je vais te manquer,Romantic Comedy,,$0,2009,False
13352,2011-12-31,A Jealous Ghost,Horror,,$0,2011,False
13353,1987-06-26,Jean de Florette,Drama,,"$3,452,836",1987,False
13354,2010-07-21,Jean-Michel Basquiat: The Radiant Child,Documentary,,"$256,242",2010,False
13355,2016-12-31,Jean of the Joneses,Comedy,,$0,2016,False
13356,1999-04-16,Jeanne and the Perfect Guy,,,"$13,936",1999,False
13357,1983-03-23,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",Drama,,"$19,858",1983,False
13358,2017-01-13,Jeder stirbt fur sich allein,Drama,,"$33,125",2017,False
13359,2015-11-17,Jedi Junior High,Documentary,,$0,2015,False
13360,2013-02-12,Jedi Junkies,Documentary,,$0,2013,False
13361,2002-11-08,Jee Aayun Nu,,,"$352,668",2002,False
13362,2001-08-31,Jeepers Creepers,Horror,"$10,000,000","$37,904,175",2001,False
13363,2003-08-29,Jeepers Creepers II,Horror,"$25,000,000","$35,623,801",2003,False
13364,2016-12-31,Jeepers Creepers 3,Horror,,$0,2016,False
13365,2014-11-18,Jeff Dunham: All Over the Map,Concert/Performance,,$0,2014,False
13366,2006-04-11,Jeff Dunham - Arguing With Myself,,,$0,2006,False
13367,2011-09-27,Jeff Dunham: Controlled Chaos,Concert/Performance,,$0,2011,False
13368,2012-10-09,Jeff Dunham: Minding the Monsters,Concert/Performance,,$0,2012,False
13369,2014-03-18,Jeff Dunham's Achmed Saves America,Concert/Performance,,$0,2014,False
13370,2007-09-18,Jeff Dunham - Spark of Insanity,,,$0,2007,False
13371,2015-11-17,Jeff Dunham: Unhinged in Hollywood,Concert/Performance,,$0,2015,False
13372,2008-11-18,Jeff Dunham's Very Special Christmas Special,Concert/Performance,,$0,2008,False
13373,2012-03-16,"Jeff, Who Lives at Home",Comedy,"$10,000,000","$4,269,426",2012,True
13374,1995-03-31,Jefferson in Paris,Drama,"$14,000,000","$2,461,628",1995,False
13375,1995-08-04,Jeffrey,Romantic Comedy,,"$3,487,000",1995,False
13376,2013-02-15,The Jeffrey Dahmer Files,Documentary,,$0,2013,False
13377,2011-12-31,Jekyll,Thriller/Suspense,,$0,2011,False
13378,1982-08-27,Jekyll and Hyde... Together Again,Comedy,"$5,000,000","$3,707,583",1982,False
13379,2008-04-04,Jellyfish,Drama,,"$341,221",2008,False
13380,2015-10-23,Jem and the Holograms,Musical,"$5,000,000","$2,184,640",2015,True
13381,1997-03-14,J'en Suis,,,"$510,977",1997,False
13382,1992-11-06,Jennifer Eight,Thriller/Suspense,,"$11,281,492",1992,False
13383,2009-09-18,Jennifer's Body,Thriller/Suspense,"$16,000,000","$16,204,793",2009,False
13384,2015-07-31,Jenny’s Wedding,Drama,,"$3,540",2015,False
13385,1998-06-05,Jenseits der Stille,Drama,,"$171,334",1998,False
13386,2013-12-31,Jeonguk Norae Jarang,Drama,,$0,2013,False
13387,2013-04-12,Jeonseolui Joomeok,Action,,"$134,213",2013,False
13388,2010-05-18,Jeremiah,Drama,,$0,2010,False
13389,1972-05-12,Jeremiah Johnson,,,"$44,693,786",1972,False
13390,2017-04-21,Jeremiah Tower: The Last Magnificent,Documentary,,"$227,122",2017,False
13391,2016-10-21,El Jeremías,,,"$647,701",2016,False
13392,2011-12-31,Jeremy Fink and the Meaning of Life,Adventure,,$0,2011,False
13393,2015-09-18,Jeremy Scott: The People’s Designer,Documentary,,"$225,000",2015,True
13394,2009-05-15,Jerichow,Drama,,"$60,105",2009,False
13395,2001-07-27,Jerico,,,"$14,030",2001,False
13396,1979-12-14,The Jerk,Comedy,,"$73,691,419",1979,False
13397,2012-06-19,The Jerk Theory,,,$0,2012,False
13398,1995-02-03,The Jerky Boys,Comedy,"$4,000,000","$7,555,256",1995,False
13399,1999-12-10,Jerome,,,"$10,498",1999,False
13400,1996-12-13,Jerry Maguire,Romantic Comedy,"$50,000,000","$153,952,592",1996,False
13401,1998-11-25,Jerry Springer: Ringmaster,Comedy,,"$9,257,103",1998,False
13402,2014-06-20,Jersey Boys,Drama,"$40,000,000","$47,047,013",2014,True
13403,2004-03-26,Jersey Girl,Comedy,"$35,000,000","$25,266,129",2004,False
13404,1992-12-31,Jersey Girl,Romantic Comedy,,$0,1992,False
13405,2003-04-25,Jersey Guy,,,"$3,943",2003,False
13406,2014-08-26,Jersey Shore Massacre,Black Comedy,,$0,2014,False
13407,2012-12-31,Jersey Shore Shark Attack,Thriller/Suspense,,$0,2012,False
13408,1997-03-07,Jerusalem,,,"$5,000",1997,False
13409,2013-09-13,Jerusalem,Documentary,,"$8,020,721",2013,False
13410,2011-12-31,Jerusalem Countdown,,,$0,2011,False
13411,2010-06-11,Jerusalema,,"$2,000,000","$7,294",2010,False
13412,2016-12-31,JeruZalem,Horror,,$0,2016,False
13413,2014-11-07,Jessabelle,Horror,,$0,2014,True
13414,2014-08-12,Jesse,Action,"$950,000",$0,2014,False
13415,2013-12-03,Jesse James,Western,,$0,2013,False
13416,2015-09-01,Jesse James Lawman,Western,,$0,2015,False
13417,2012-08-07,Jesse Stone: Benefit of the Doubt,Drama,,$0,2012,False
13418,2011-08-02,Jesse Stone: Innocents Lost,,,$0,2011,False
13419,2010-07-27,Jesse Stone: No Remorse,Drama,,$0,2010,False
13420,2016-06-21,Jessica Darling's It List,Drama,,$0,2016,False
13421,2011-12-31,The Jesuit,Drama,,$0,2011,False
13422,2010-03-02,Jesus,Drama,,$0,2010,False
13423,2006-09-15,Jesus Camp,Documentary,,"$902,544",2006,False
13424,1973-08-17,Jesus Christ Superstar,Musical,,"$24,477,615",1973,False
13425,2012-10-29,Jesus Christ Superstar Live,Concert/Performance,,$0,2012,False
13426,2008-12-31,The Jesus Guy,Documentary,,$0,2008,False
13427,2012-04-20,Jesus Henry Christ,Drama,,"$13,714",2012,False
13428,2014-04-11,Jesus People,Comedy,"$250,000",$0,2014,False
13429,2000-06-16,Jesus' Son,Drama,"$2,500,000","$1,282,084",2000,False
13430,2004-12-03,"Jesus, You Know",Documentary,,$604,2004,False
13431,2008-12-31,Jeszcze Raz,,,$0,2008,False
13432,2003-02-21,Jet Lag,,,"$250,000",2003,False
13433,2003-06-13,Jet Lag (US Release),Romantic Comedy,,"$544,434",2003,False
13434,2004-08-27,Jet Li's Hero,Action,"$17,000,000","$53,652,140",2004,False
13435,2016-12-31,Jet Trash,Drama,,$0,2016,False
13436,2012-12-31,The Jetsons,,,$0,2012,False
13437,1990-07-06,Jetsons: The Movie,Comedy,,"$19,543,985",1990,False
13438,2014-04-25,Jeune & Jolie,Drama,,"$99,118",2014,False
13439,2008-12-31,La Jeune Fille et les Loups,,,$0,2008,False
13440,2017-08-31,Le Jeune Karl Marx,,,$0,2017,False
13441,2016-12-31,Jeunesse,Drama,,$0,2016,False
13442,2015-04-24,Jeux interdits,Drama,,"$19,889",2015,False
13443,1998-09-03,The Jew in the Lotus,,,$0,1998,False
13444,2011-12-31,Jewel of India,Action,,$0,2011,False
13445,1985-12-11,The Jewel of the Nile,Adventure,,"$68,275,764",1985,False
13446,2014-03-28,Jews of Egypt,Documentary,,"$4,506",2014,False
13447,2013-09-20,Jewtopia,Romantic Comedy,,"$46,437",2013,False
13448,1991-12-20,JFK,Drama,"$40,000,000","$70,405,498",1991,False
13449,2013-11-26,JFK Assassination: The Definitive Guide,Documentary,,$0,2013,False
13450,2016-07-27,"Jheronimus Bosch, Touched by the Devil",Documentary,,"$172,533",2016,False
13451,2007-06-15,Jhoom Barabar Jhoom,Comedy,,"$695,156",2007,False
13452,2016-06-24,Ji-geum-eun-mat-go-geu-ddae-neun-teul-li-da,Romantic Comedy,,"$24,470",2016,False
13453,2007-12-31,Ji Jie Hao,,,$0,2007,False
13454,2016-05-27,Jia Zhangke: A Guy From Fenyang,Documentary,,$0,2016,False
13455,2011-12-31,Jia zhuang qing lu,,,$0,2011,False
13456,2015-07-24,Jian Bing Man,Comedy,,$0,2015,False
13457,2011-06-24,Jiàn Dǎng Wěi Yè,Drama,,"$151,305",2011,False
13458,2012-05-15,Jian hu nu xia Qui Jin,,,$0,2012,False
13459,2011-12-31,Jian Shang Die,Adventure,,$0,2011,False
13460,2008-12-31,Jiang shan mei ren,Action,,$0,2008,False
13461,2009-12-31,Jiàngúo dàyè,Drama,,$0,2009,False
13462,2014-09-11,Jiao you,Drama,,"$10,433",2014,False
13463,2002-11-15,Jibeuro,Drama,,"$444,931",2002,False
13464,2015-10-02,Jie jiu wu xian sheng,Action,,"$92,696",2015,False
13465,2011-06-17,JIG,Documentary,,"$183,790",2011,False
13466,2014-11-07,Jigoku de naze warui,Action,,"$28,534",2014,False
13467,2013-04-09,Jigokumon,Documentary,,$0,2013,False
13468,2017-10-27,Jigsaw,Horror,,$0,2017,False
13469,2005-04-22,Jigureul Jikyeora! (Save the Green Planet!),,,"$15,516",2005,False
13470,2015-05-12,Jihad: Afghanistan's Holy War,Documentary,,$0,2015,False
13471,2008-05-21,A Jihad for Love,Documentary,,"$105,651",2008,False
13472,2011-07-29,Jihne Mera Dil Luteya,Romantic Comedy,,"$464,840",2011,False
13473,2012-08-28,逆战 (Jik zin),Action,,$0,2012,False
13474,2016-12-31,Jil Jung Juk,Comedy,,$0,2016,False
13475,2008-03-18,Jillian Michaels: 30 Day Shred,,,$0,2008,False
13476,2010-11-30,Jillian Michaels: 6 Week Six-Pack,Instructional,,$0,2010,False
13477,2015-03-03,Jillian Michaels: Killer Body,Instructional,,$0,2015,False
13478,2010-09-07,Jillian Michaels: Shred-It With Weights,Instructional,,$0,2010,False
13479,2010-03-02,Jillian Michaels: Yoga Meltdown,Instructional,,$0,2010,False
13480,2010-10-08,Jim,Drama,,"$13,015",2010,False
13481,2014-04-29,Jim Gaffigan: Obsessed,Concert/Performance,,$0,2014,False
13482,2010-06-08,Jim Henson's Dog City: The Movie,Adventure,,$0,2010,False
13483,2015-11-24,Jim Henson’s Turkey Hollow,,,$0,2015,False
13484,2015-12-31,Jim: The James Foley Story,Documentary,,$0,2015,False
13485,2014-09-26,Jimi: All is By My Side,Drama,"$5,000,000","$340,911",2014,True
13486,2005-05-06,Jiminy Glick in La La Wood,Comedy,,"$36,039",2005,False
13487,2006-09-15,Jimmy and Judy,Action,"$1,000,000",$0,2006,False
13488,2007-10-26,Jimmy Carter: Man From Plains,Documentary,,"$108,807",2007,False
13489,2004-12-31,Jimmy Glick in Lalawood,Comedy,,$0,2004,False
13490,1994-03-30,Jimmy Hollywood,Comedy,,"$3,670,865",1994,False
13491,2001-12-21,Jimmy Neutron: Boy Genius,Adventure,"$25,000,000","$80,936,232",2001,False
13492,2014-02-07,Jimmy P.,Drama,,"$25,274",2014,False
13493,2002-12-13,The Jimmy Show,,"$1,000,000",$703,2002,False
13494,2016-05-13,Jimmy Vestvood: Amerikan Hero,Comedy,,"$230,069",2016,False
13495,2015-07-03,Jimmy's Hall,Drama,,"$560,341",2015,True
13496,2014-03-18,Jin Gang Wang,Action,,$0,2014,False
13497,2011-12-21,Jin líng shí san chai,Drama,"$100,000,000","$311,434",2011,True
13498,2001-06-22,Jin Roh: The Wolf Brigade,,,"$94,591",2001,False
13499,2014-09-02,Jin yi wei,Action,,$0,2014,False
13500,2007-04-27,Jindabyne,Drama,"$10,800,000","$399,879",2007,False
13501,2016-12-31,Jindua,Drama,,$0,2016,False
13502,2015-06-05,Jing cha ju shi 2013,Action,,$0,2015,False
13503,2013-12-31,Jing cha gu shi er ling yi san,,,$0,2013,False
13504,2014-12-31,Jing Cheng 81 Hao,Horror,,$0,2014,False
13505,2011-04-22,Jing mo fung wan: Chen Zhen,Action,,"$50,433",2011,True
13506,2016-12-06,Jing wu men,,,$0,2016,False
13507,2016-12-31,Jīnghún xiùhuāxié,Horror,,$0,2016,False
13508,1996-11-22,Jingle All the Way,Comedy,"$60,000,000","$60,592,389",1996,False
13509,2014-11-02,Jingle All the Way 2,Comedy,,$0,2014,False
13510,2014-04-04,Jinn,Thriller/Suspense,,"$202,348",2014,False
13511,1982-10-22,Jinxed!,Comedy,,"$2,133,621",1982,False
13512,2012-03-09,Jiro Dreams of Sushi,Documentary,,"$2,552,478",2012,False
13513,2011-05-27,Jitsuroku rengo sekigun: Asama sanso e no michi,Drama,,"$2,659",2011,False
13514,1943-06-25,Jitterbugs,,,"$1,100,000",1943,False
13515,2016-07-05,Jiu ceng yao ta,Action,,$0,2016,False
13516,2017-04-28,Jìyì dàshī,Thriller/Suspense,"$20,000,000","$587,470",2017,False
13517,2009-12-31,JK: Uma Bela Noite Para Voar,,,$0,2009,False
13518,2014-05-20,JLA Adventures: Trapped in Time,Action,,$0,2014,False
13519,2011-12-31,JLS: Eyes Wide Open 3D,Concert/Performance,,$0,2011,False
13520,2015-12-31,Jo-a-hae-jwo,Romantic Comedy,,$0,2015,False
13521,1986-05-02,"Jo Jo Dancer, Your Life is Calling",Drama,,"$18,034,150",1986,False
13522,2010-07-27,Joan Mitchell: Portrait of An Abstract Painter,Documentary,,$0,2010,False
13523,2010-06-11,Joan Rivers: A Piece of Work,Documentary,,"$2,930,687",2010,False
13524,2010-12-31,The Job,,,$0,2010,False
13525,2013-08-16,Jobs,Drama,"$18,000,000","$16,131,410",2013,True
13526,2011-12-31,Jock,Adventure,,$0,2011,False
13527,2011-12-30,Jodaeiye Nader az Simin,Drama,"$800,000","$7,098,492",2011,True
13528,2008-02-14,Jodhaa Akbar,Drama,,"$3,444,629",2008,False
13529,2012-02-24,Jodi Breakers,Romantic Comedy,,"$52,618",2012,False
13530,2001-04-13,Jodi No. 1,,,"$82,834",2001,False
13531,2014-03-21,Jodorowsky’s Dune,Documentary,,"$646,512",2014,False
13532,1970-07-15,Joe,,,"$19,319,254",1970,False
13533,2014-04-11,Joe,Drama,"$4,000,000","$373,375",2014,False
13534,2016-12-31,Joe Cinque's Consolation,Drama,,$0,2016,False
13535,2001-04-11,Joe Dirt,Comedy,"$16,000,000","$27,087,695",2001,False
13536,2015-07-16,Joe Dirt 2: Beautiful Loser,Comedy,,$0,2015,True
13537,2000-04-07,Joe Gould's Secret,Drama,,"$642,018",2000,False
13538,1972-01-01,Joe Kidd,Western,,"$6,330,000",1972,False
13539,2012-07-03,Joe + Belle,Black Comedy,,$0,2012,False
13540,2001-12-21,Joe Somebody,Comedy,"$38,000,000","$22,770,864",2001,False
13541,2007-11-02,Joe Strummer: The Future is Unwritten,Documentary,,"$248,182",2007,False
13542,1999-10-15,Joe the King,,,"$60,279",1999,False
13543,1990-03-09,Joe Versus the Volcano,Comedy,,"$39,381,963",1990,False
13544,1996-07-26,Joe's Apartment,Comedy,,"$4,616,355",1996,False
13545,2016-03-01,The Jogger,Thriller/Suspense,,$0,2016,False
13546,2003-09-12,Jogger's Park,,,$0,2003,False
13547,2010-04-23,Joheunnom nabbeunnom isanghannom,Action,"$10,000,000","$128,486",2010,False
13548,2001-08-24,John Carpenter's Ghosts of Mars,Action,"$28,000,000","$8,434,601",2001,False
13549,2012-03-09,John Carter,Adventure,"$275,000,000","$73,058,679",2012,True
13550,2013-01-25,John Dies at the End,Black Comedy,,"$141,951",2013,False
13551,2014-03-21,John Doe: Vigilante,Thriller/Suspense,,$0,2014,False
13552,2007-01-23,John Pinette / I'm Starvin',Concert/Performance,,$0,2007,False
13553,2002-02-15,John Q,Drama,"$36,000,000","$71,026,631",2002,False
13554,2010-05-21,John Rabe,,,"$67,519",2010,False
13555,2002-04-05,John Sayles Retrospective,,,"$8,258",2002,False
13556,2006-07-28,John Tucker Must Die,Comedy,,"$41,011,711",2006,False
13557,2014-10-24,John Wick,Action,"$30,000,000","$43,037,835",2014,True
13558,2017-02-10,John Wick: Chapter Two,Action,"$40,000,000","$92,029,184",2017,True
13559,1988-03-25,Johnny Be Good,Comedy,,"$17,500,399",1988,False
13560,1984-12-21,Johnny Dangerously,Comedy,,"$17,124,395",1984,False
13561,2003-07-18,Johnny English,Comedy,"$45,000,000","$28,013,509",2003,False
13562,2011-10-21,Johnny English Reborn,Comedy,"$45,000,000","$8,305,970",2011,True
13563,2007-09-28,Johnny Gaddaar,Thriller/Suspense,,$0,2007,False
13564,2008-09-26,Johnny Got His Gun,Drama,,$0,2008,False
13565,1954-12-31,Johnny Guitar,Western,,$0,1954,False
13566,1989-09-29,Johnny Handsome,Drama,,"$6,622,465",1989,False
13567,1995-05-26,Johnny Mnemonic,Action,,"$19,006,201",1995,False
13568,1991-01-01,Johnny Suede,Drama,"$500,000","$55,000",1991,False
13569,1997-01-31,Johns,,,"$177,605",1997,False
13570,2008-03-04,Johnson Family Dinner,Comedy,,$0,2008,False
13571,2004-04-07,Johnson Family Vacation,Comedy,"$12,000,000","$31,203,964",2004,False
13572,2017-02-24,Jojakdwen doshi,,,$0,2017,False
13573,2012-08-31,Joker,Comedy,,"$169,181",2012,False
13574,2015-07-21,The Jokesters,Black Comedy,,$0,2015,False
13575,2010-10-29,Jolene,Drama,,$0,2010,False
13576,2013-03-15,Jolly LLB,Comedy,,$0,2013,False
13577,2017-02-10,Jolly LLB 2,Black Comedy,,"$1,654,254",2017,False
13578,1946-10-10,The Jolson Story,,,"$19,000,000",1946,False
13579,2002-10-04,Jonah: A VeggieTales Movie,Adventure,"$14,000,000","$25,571,351",2002,False
13580,2010-06-18,Jonah Hex,Action,"$47,000,000","$10,547,117",2010,True
13581,2009-02-27,Jonas Brothers: The 3D Concert Experience,Concert/Performance,,"$38,174,685",2009,False
13582,2015-12-31,Jonas Kaufmann: An Evening With Puccini,Concert/Performance,,$0,2015,False
13583,2017-02-07,Jonathan,,,$0,2017,False
13584,1973-01-01,Jonathan Livingston Seagull,,,"$1,600,000",1973,False
13585,2010-04-16,The Joneses,,"$10,000,000","$1,475,746",2010,False
13586,2006-10-20,Jonestown: The Life and Death of People's Temple,,,"$148,291",2006,False
