key,title,year,opening_date,releasemonth,releaseweekday,releaseweeknumber,total_gross,adjusted_gross,nVotes,userscore,metascore,metacritic_user_score,studio,total_theaters,opening_gross,adjusted_opening_gross,opening_theaters,vote_distribution,metatitle,metayear,imdbtitle,imdbyear,cpimultiplier
jonesto06mple,Jonestown: The Life and Death of Peoples Temple,2006,10/20/06,October,Friday,42,148292,173809.5406,3710,7.9,79,8,7Art,5,7482,8769.474975,1,2411,Jonestown: The Life and Death of Peoples Temple,2006,Jonestown: The Life and Death of Peoples Temple,2006,1.172076313
mariean06ette,Marie Antoinette,2006,10/20/06,October,Friday,42,15962471,18709234.16,78685,6.4,65,5.5,Sony,870,5361050,6283559.719,859,122100,Marie Antoinette,2006,Marie Antoinette,2006,1.172076313
massai-04luie,Masai: The Rain Warriors,2006,10/20/06,October,Friday,42,7650,8966.383796,172,6.5,61, ,Artma,1,788,923.5961348,1,112100,Masai: The Rain Warriors,2006,Massai - Les guerriers de la pluie,2004,1.172076313
prestig06tige,The Prestige,2006,10/20/06,October,Friday,42,53089891,62225403.71,822337,8.5,66,8.9,BV,2305,14801808,17348848.55,2281,1232,The Prestige,2006,The Prestige,2006,1.172076313
running06sors,Running with Scissors,2006,10/20/06,October,Friday,42,7022827,8231289.178,19842,6.2,52,6.1,Sony,586,226108,265015.831,8,111101,Running with Scissors,2006,Running with Scissors,2006,1.172076313
sleepin06slie,Sleeping Dogs Lie,2006,10/20/06,October,Friday,42,15745,18454.34155,14,6.1,63,6.8,IDP,6,10890,12763.91105,6,0.20.020.2,Sleeping Dogs Lie,2006,Sleeping Dogs Lie,2006,1.172076313
20centi05ters,20 Centimeters,2006,10/27/06,October,Friday,43,6635,7776.726338,1471,6.9,58,7.3,TLA,2,2177,2551.610134,1,11211,20 Centimeters,2006,20 centímetros,2005,1.172076313
absolut06lson,Absolute Wilson,2006,10/27/06,October,Friday,43,66217,77611.37723,119,7,69, ,NYer,3,6879,8062.712958,2,12111,Absolute Wilson,2006,Absolute Wilson,2006,1.172076313
babeli06beli,Babel,2006,10/27/06,October,Friday,43,34302837,40205542.72,240966,7.5,69,6.6,ParV,1251,389351,456349.0846,7,12310,Babel,2006,Babel,2006,1.172076313
bridgei06dgei,The Bridge,2006,10/27/06,October,Friday,43,179780,210715.8796,9135,7.3,58,6.7,FStr.,19,49313,57798.59923,19,12211,The Bridge,2006,The Bridge,2006,1.172076313
catchaf06fire,Catch a Fire,2006,10/27/06,October,Friday,43,4299773,5039662.085,9292,6.7,62,6.8,Focus,1306,2026997,2375795.171,1305,23100,Catch a Fire,2006,Catch a Fire,2006,1.172076313
cocaine06boys,Cocaine Cowboys,2006,10/27/06,October,Friday,43,150056,175877.0833,10296,7.9,59,7.5,Magn.,14,36295,42540.50979,12,1311,Cocaine Cowboys,2006,Cocaine Cowboys,2006,1.172076313
colorof06ross,Color of the Cross,2006,10/27/06,October,Friday,43,85802,100566.4918,274,3.3,34,4.8,RM,29,25868,30319.27007,29,3100000001,Color of the Cross,2006,Color of the Cross,2006,1.172076313
convers06hgod,Conversations with God,2006,10/27/06,October,Friday,43,425045,498185.1765,1758,6.6,35,5.5,IDP,64,150355,176227.5341,64,11102,Conversations with God,2006,Conversations with God,2006,1.172076313
deathof06dent,Death of a President,2006,10/27/06,October,Friday,43,519086,608408.4051,6534,6.4,49,6.2,NM,143,281778,330265.3194,143,12101,Death of a President,2006,Death of a President,2006,1.172076313
iklimle06mler,Climates,2006,10/27/06,October,Friday,43,119958,140599.9304,8027,7.3,72,7.7,Zeit.,7,9665,11328.11757,1,12211,Climates,2006,Iklimler,2006,1.172076313
sawiii06wiii,Saw III,2006,10/27/06,October,Friday,43,80238724,94045907.8,139631,6.2,48,6.7,LGF,3167,33610391,39393943.17,3167,122100,Saw III,2006,Saw III,2006,1.172076313
shutupa06sing,Shut Up and Sing,2006,10/27/06,October,Friday,43,1215045,1424125.464,571,5.8,39, ,Wein.,84,50103,58724.53952,4,111102,The Wedding Weekend,2007,Shut Up and Sing,2006,1.172076313
romanti05tico,Romantico,2006,11/1/06,November,Wednesday,44,29460,34580.77667,159,7.5,68,7.1,Kino,5,2808,3296.090323,1,0..0011213,Romántico,2006,Romántico,2005,1.17382134
borat:c06stan,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,11/3/06,November,Friday,44,128505958,150843035.8,292144,7.3,89,7.3,Fox,2611,26455463,31053987.03,837,12211,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,1.17382134
ensoap06soap,Soap,2006,11/3/06,November,Friday,44,4164,4887.79206,1636,6.6,55,6,Strand,2,1445,1696.171836,2,12100,En soap,2006,En soap,2006,1.17382134
flushed06away,Flushed Away,2006,11/3/06,November,Friday,44,64665672,75905945.76,83155,6.7,74,7.7,P/DW,3707,18814323,22084653.83,3707,23100,Flushed Away,2006,Flushed Away,2006,1.17382134
santacl06ause,The Santa Clause 3: The Escape Clause,2006,11/3/06,November,Friday,44,84500122,99188046.43,21253,4.6,32,4.8,BV,3458,19504038,22894256.02,3458,11110000,The Santa Clause 3: The Escape Clause,2006,The Santa Clause 3: The Escape Clause,2006,1.17382134
shottas02ttas,Shottas,2006,11/3/06,November,Friday,44, , ,3290,6.2,36,8.5,SPHE, , , , ,11102,Shottas,2006,Shottas,2002,1.17382134
unknown06nown,Unknown [2006],2006,11/3/06,November,Friday,44,26403,30992.40484,25560,6.5,44,8.8,IFC,6,3746,4397.134739,2,123100,Unknown,2006,Unknown,2006,1.17382134
volveri06veri,Volver,2006,11/3/06,November,Friday,44,12899867,15142139.17,75615,7.6,84,8.7,SPC,689,197703,232068.0004,5,2311,Volver,2006,Volver,2006,1.17382134
iraqinf06ents,Iraq in Fragments,2006,11/8/06,November,Wednesday,45,204462,240001.8588,1229,7.4,84,6.7,Arab,12,24435,28682.32444,7,12212,Iraq in Fragments,2006,Iraq in Fragments,2006,1.17382134
cautiva03tiva,Cautiva,2006,11/10/06,November,Friday,45,16259,19085.16117,577,7.5,59,7,L/Z,2,2220,2605.883375,1,1211,Captive,2006,Cautiva,2003,1.17382134
coffeed06date,Coffee Date,2006,11/10/06,November,Friday,45,4412,5178.899752,1129,6.5,47, ,Slow,1,4412,5178.899752,1,11101,Coffee Date,2006,Coffee Date,2006,1.17382134
comeear06ning,Come Early Morning,2006,11/10/06,November,Friday,45,119452,140215.3067,2309,6.2,64,7.5,IDP,22,50160,58878.87841,22,122101,Come Early Morning,2006,Come Early Morning,2006,1.17382134
copying06oven,Copying Beethoven,2006,11/10/06,November,Friday,45,384029,450781.4354,11017,6.8,59,7.2,MGM,29,70460,82707.45161,26,12100,Copying Beethoven,2006,Copying Beethoven,2006,1.17382134
diehohl05ndes,The Cave of the Yellow Dog,2006,11/10/06,November,Friday,45,141803,166451.3875,2350,7.7,73,8.4,Tar.,11,5229,6137.911787,1,2311,The Cave of the Yellow Dog,2006,Die Höhle des gelben Hundes,2005,1.17382134
fuck05fuck,F**k,2006,11/10/06,November,Friday,45,22359,26245.47134,3980,7.1,58,7.1,Think,5,5299,6220.07928,2,12101,Fuck,2006,Fuck,2005,1.17382134
fur:ani06rbus,Fur: An Imaginary Portrait of Diane Arbus,2006,11/10/06,November,Friday,45,223202,261999.2707,13113,6.5,50,5.3,PicH,39,28815,33823.66191,4,112101,Fur: An Imaginary Portrait of Diane Arbus,2006,Fur: An Imaginary Portrait of Diane Arbus,2006,1.17382134
goodyea06year,A Good Year,2006,11/10/06,November,Friday,45,7459300,8755885.521,69447,6.9,47,6.6,Fox,2067,3721526,4368406.636,2066,13200,A Good Year,2006,A Good Year,2006,1.17382134
harshti05imes,Harsh Times,2006,11/10/06,November,Friday,45,3337931,3918134.639,53897,7,56,7.9,MGM,956,1968505,2310673.177,956,13200,Harsh Times,2006,Harsh Times,2005,1.17382134
returni06urni,The Return,2006,11/10/06,November,Friday,45,7749851,9096940.485,9990,4.8,38,8,Rog.,1986,4479621,5258274.725,1986,11110000,The Return,2006,The Return,2006,1.17382134
sione's06ding,Samoan Wedding,2006,11/10/06,November,Friday,45,72244,84801.54888,1350,6.4,58, ,Magn.,3,15704,18433.69032,2,12101,Samoan Wedding,2007,Sione's Wedding,2006,1.17382134
strange06tion,Stranger Than Fiction,2006,11/10/06,November,Friday,45,40660952,47728693.16,184779,7.6,67,8.8,Sony,2270,13411093,15742227.16,2264,2311,Stranger Than Fiction,2006,Stranger Than Fiction,2006,1.17382134
elaura05aura,The Aura,2006,11/15/06,November,Wednesday,46,58804,69025.39007,10130,7.3,78,8,IFC,4,4601,5400.751985,1,12210,The Aura,2006,El aura,2005,1.17382134
flannel06amas,Flannel Pajamas,2006,11/15/06,November,Wednesday,46,123301,144733.345,812,5.9,49,6.4,Giga.,4,11069,12993.02841,1,111101,Flannel Pajamas,2006,Flannel Pajamas,2006,1.17382134
whothe#06ock?,Who the #$&% Is Jackson Pollock,2006,11/15/06,November,Wednesday,46,13710,16093.09057,1021,7.1,70,6.5,PicH,2,5526,6486.536725,2,13210,Who the #$&% Is Jackson Pollock?,2006,Who the #$&% Is Jackson Pollock?,2006,1.17382134
bobby06obby,Bobby,2006,11/17/06,November,Friday,46,11242801,13197039.73,37918,7,54,6.3,MGM/W,1670,69039,81039.45149,2,12201,Bobby,2006,Bobby,2006,1.17382134
candy06andy,Candy,2006,11/17/06,November,Friday,46,45128,52972.20943,35379,7.3,57,7.7,Think,12,3646,4279.752605,1,12211,Candy,2006,Candy,2006,1.17382134
casinor06yale,Casino Royale,2006,11/17/06,November,Friday,46,167445960,196551641.1,461601,8,80,8.5,Sony,3443,40833156,47930829.89,3434,1321,Casino Royale,2006,Casino Royale,2006,1.17382134
fastfoo06tion,Fast Food Nation,2006,11/17/06,November,Friday,46,1005539,1180323.136,20679,6.3,64,5.7,FoxS,321,410804,482210.5017,321,122100,Fast Food Nation,2006,Fast Food Nation,2006,1.17382134
foryour06tion,For Your Consideration,2006,11/17/06,November,Friday,46,5549923,6514618.052,12103,6.3,68,6,WIP,625,372012,436675.6243,23,122100,For Your Consideration,2006,For Your Consideration,2006,1.17382134
happyfe06feet,Happy Feet,2006,11/17/06,November,Friday,46,198000317,232416997.4,129620,6.5,77,6.2,WB,3804,41533432,48752828.8,3804,122100,Happy Feet,2006,Happy Feet,2006,1.17382134
let'sgo06ison,Let's Go to Prison,2006,11/17/06,November,Friday,46,4630045,5434845.626,19402,6,27,5.8,Uni.,1495,2220050,2605942.066,1495,122100,Let's Go to Prison,2006,Let's Go to Prison,2006,1.17382134
pianotu05akes,The Piano Tuner of Earthquakes,2006,11/17/06,November,Friday,46,29121,34182.85124,1205,6.4,66,6.2,Zeit.,3,944,1108.087345,1,11101,The PianoTuner of EarthQuakes,2006,The PianoTuner of EarthQuakes,2005,1.17382134
history06boys,The History Boys,2006,11/21/06,November,Tuesday,47,2706659,3177134.094,17526,6.9,74,6.1,FoxS,165,100803,118324.7125,7,12211,The History Boys,2006,The History Boys,2006,1.17382134
backsta05tage,Backstage [2006],2006,11/22/06,November,Wednesday,47,12663,14864.09963,526,5.9,57, ,Strand,2,1010,1185.559553,1,121100,Backstage,2006,Backstage,2005,1.17382134
deckthe06alls,Deck the Halls,2006,11/22/06,November,Wednesday,47,35093569,41193580.19,15603,4.9,28,5.2,Fox,3205,12001256,14087330.4,3205,1211000,Deck the Halls,2006,Deck the Halls,2006,1.17382134
dejavu06javu,Deja Vu,2006,11/22/06,November,Wednesday,47,64038616,75169894.04,238766,7,59,5.4,BV,3108,20574802,24151141.65,3108,13200,Deja Vu,2006,Deja Vu,2006,1.17382134
fountai06tain,The Fountain,2006,11/22/06,November,Wednesday,47,10144010,11907255.41,188438,7.3,51,8,WB,1472,3768702,4423782.832,1472,11211,The Fountain,2006,The Fountain,2006,1.17382134
opaldre06ream,Opal Dream,2006,11/22/06,November,Wednesday,47,14443,16953.50161,806,6.7,56,7.4,Strand,4,2716,3188.098759,4,12101,Opal Dream,2006,Opal Dream,2006,1.17382134
tenacio06tiny,Tenacious D in: The Pick of Destiny,2006,11/22/06,November,Wednesday,47,8334575,9783301.994,84307,6.8,55,7.1,NL,1919,3234879,3797170.002,1919,12101,Tenacious D in The Pick of Destiny,2006,Tenacious D in The Pick of Destiny,2006,1.17382134
abducti06tory,Abduction: The Megumi Yokota Story,2006,11/24/06,November,Friday,47,26859,31527.66737,170,7.9,72, ,Sage.,1,5034,5909.016625,1,0.0001212,Abduction: The Megumi Yokota Story,2007,Abduction: The Megumi Yokota Story,2006,1.17382134
eatingo06onds,Eating Out 2: Sloppy Seconds,2006,11/24/06,November,Friday,47,37072,43515.90471,2998,6.4,39,2.1,Ariz.,5,4394,5157.770968,1,112101,Eating Out 2: Sloppy Seconds,2006,Eating Out 2: Sloppy Seconds,2006,1.17382134
10items06less,10 Items or Less,2006,12/1/06,December,Friday,48,83291,97623.4082,12664,6.7,54,5.8,Think,15,35929,42111.52986,15,12100,10 Items or Less,2006,10 Items or Less,2006,1.172076313
3needle05dles,3 Needles,2006,12/1/06,December,Friday,48, , ,1191,6.7,48, ,Wlfe.,7, , ,7,12201,3 Needles,2006,3 Needles,2005,1.172076313
archite06tect,The Architect,2006,12/1/06,December,Friday,48,13737,16100.81231,931,5.6,47, ,Magn.,8,2032,2381.659068,1,111001,The Architect,2006,The Architect,2006,1.172076313
dreamla06andi,Dreamland,2006,12/1/06,December,Friday,48,6383,7481.363107,2208,6.4,57, ,Truly,5,4350,5098.531962,5,112101,Dreamland,2006,Dreamland,2006,1.172076313
foureye05ters,Four Eyed Monsters,2006,12/1/06,December,Friday,48,3135,3674.459242,1082,6.5,72, ,4Eye,1,1886,2210.535927,1,11101,Four Eyed Monsters,2006,Four Eyed Monsters,2005,1.172076313
nativit06tory,The Nativity Story,2006,12/1/06,December,Friday,48,37629831,44105033.58,8023,6.8,52,7.6,NL,3083,7849304,9199983.293,3083,11112,The Nativity Story,2006,The Nativity Story,2006,1.172076313
turista06stas,Turistas,2006,12/1/06,December,Friday,48,7027762,8237073.375,30815,5.3,36,8.7,FoxA,1572,3582554,4199026.684,1570,1221000,Turistas,2006,Turistas,2006,1.172076313
twoweek06eeks,Two Weeks,2006,12/1/06,December,Friday,48,47986,56243.25396,1544,6.6,44,7,MGM,12, , ,1,12101,Two Weeks,2006,Two Weeks,2006,1.172076313
vanwild06ftaj,National Lampoon's Van Wilder: The Rise of Taj,2006,12/1/06,December,Friday,48,4300645,5040684.136,18940,4.8,21,3.7,MGM,1979,2313372,2711448.525,1979,1001110000,Van Wilder 2: The Rise of Taj,2006,Van Wilder 2: The Rise of Taj,2006,1.172076313
derecho06ilia,Family Law,2006,12/6/06,December,Wednesday,49,38605,45248.00607,1313,6.9,66,8.4,IFC,6,5384,6310.45887,2,12200,Family Law,2006,Derecho de familia,2006,1.172076313
indigen06enes,Days of Glory,2006,12/6/06,December,Wednesday,49,320700,375884.8736,11997,7.1,82,7.5,Wein.,29,10996,12888.15114,2,13200,Days of Glory,2006,Indigènes,2006,1.172076313
inlande06pire,Inland Empire,2006,12/6/06,December,Wednesday,49,861355,1009573.793,41386,7,72,7.2,518,15,27508,32241.47522,2,11111,Inland Empire,2006,Inland Empire,2006,1.172076313
apocaly06ypto,Apocalypto,2006,12/8/06,December,Friday,49,50866635,59619578.01,232745,7.8,68,7.4,BV,2465,15005604,17587713.01,2465,1311,Apocalypto,2006,Apocalypto,2006,1.172076313
blooddi06mond,Blood Diamond,2006,12/8/06,December,Friday,49,57377916,67251296.24,393846,8,64,8.7,WB,1920,8648324,10136495.71,1910,1321,Blood Diamond,2006,Blood Diamond,2006,1.172076313
empirei06rica,The Empire in Africa,2006,12/8/06,December,Friday,49,1088,1275.219029,82,7.2,51, ,Libre,3,1088,1275.219029,3,1000000203,The Empire in Africa,2006,The Empire in Africa,2006,1.172076313
holiday06ithe,The Holiday,2006,12/8/06,December,Friday,49,63224849,74104347.92,179466,6.9,52,8.6,Sony,2698,12778913,14977861.24,2610,12101,The Holiday,2006,The Holiday,2006,1.172076313
offtheb06lack,Off the Black,2006,12/8/06,December,Friday,49,24425,28627.96395,1154,6.7,62,8,Think,4,6763,7926.752106,2,22101,Off the Black,2006,Off the Black,2006,1.172076313
screame06mers,Screamers [2006],2006,12/8/06,December,Friday,49,52034,60987.81888,855,5.9,55,8,Maya,4,23609,27671.54968,4,2000000004,Screamers,2006,Screamers,2006,1.172076313
unaccom06nors,Unaccompanied Minors,2006,12/8/06,December,Friday,49,16655224,19521193.54,8279,5.1,43,5.6,WB,2775,5815474,6816179.325,2775,1000111001,Unaccompanied Minors,2006,Unaccompanied Minors,2006,1.172076313
breakin06ring,Breaking and Entering,2006,12/15/06,December,Friday,50,930469,1090580.675,19805,6.6,56,6.9,Wein.,95, , ,1,123100,Breaking and Entering,2006,Breaking and Entering,2006,1.172076313
charlot06sweb,Charlotte's Web [2006],2006,12/15/06,December,Friday,50,82985708,97265582.68,27211,6.4,68,6.9,Par.,3745,11457353,13428892.06,3566,122100,Charlotte's Web,2006,Charlotte's Web,2006,1.172076313
dreamgi06irls,Dreamgirls,2006,12/15/06,December,Friday,50,103365956,121152788.6,54982,6.5,76,7.3,P/DW,2797,378950,444158.3189,3,12101,Dreamgirls,2006,Dreamgirls,2006,1.172076313
eragon06agon,Eragon,2006,12/15/06,December,Friday,50,75030163,87941076.83,106930,5.1,38,3.3,Fox,3030,23239907,27238944.52,3020,1111000,Eragon,2006,Eragon,2006,1.172076313
goodger06rman,The Good German,2006,12/15/06,December,Friday,50,1308696,1533891.583,21276,6.1,49,7,WB,66,76817,90035.38615,5,122100,The Good German,2006,The Good German,2006,1.172076313
homeoft06rave,Home of the Brave,2006,12/15/06,December,Friday,50,51708,60605.722,9249,5.6,42,6.6,MGM,44,6000,7032.457879,3,121000,Home of the Brave,2006,Home of the Brave,2006,1.172076313
pursuit06ness,The Pursuit of Happyness,2006,12/15/06,December,Friday,50,163566459,191712372.2,330955,8,64,7,Sony,3169,26541709,31108908.43,2852,1321,The Pursuit of Happyness,2006,The Pursuit of Happyness,2006,1.172076313
secretl05ords,The Secret Life of Words,2006,12/15/06,December,Friday,50,20678,24236.194,10072,7.5,68,8.1,Strand,3,5309,6222.553147,1,2311,The Secret Life of Words,2006,The Secret Life of Words,2005,1.172076313
letters06jima,Letters from Iwo Jima,2006,12/20/06,December,Wednesday,51,13756082,16123177.87,130728,7.9,89,8.2,WB,781,89097,104428.4833,5,1321,Letters from Iwo Jima,2006,Letters from Iwo Jima,2006,1.172076313
matthew06aint,No Restraint,2006,12/20/06,December,Wednesday,51,16136,18912.62339,100,6.1,59,6.4,IFC,6,1241,1454.546705,1,0.00122101,Matthew Barney: No Restraint,2006,Matthew Barney: No Restraint,2006,1.172076313
painted06veil,The Painted Veil,2006,12/20/06,December,Wednesday,51,8060487,9447505.885,76493,7.5,69,8.5,WIP,287,51086,59876.69054,4,12311,The Painted Veil,2006,The Painted Veil,2006,1.172076313
rockyba06lboa,Rocky Balboa,2006,12/20/06,December,Wednesday,51,70270943,82362907.8,158814,7.2,63,8.4,MGM,3019,12158168,14250300.72,3017,12211,Rocky Balboa,2006,Rocky Balboa,2006,1.172076313
manchen06njia,Curse of the Golden Flower,2006,12/21/06,December,Thursday,51,6566773,7696759.087,36073,7,70,7.5,SPC,1234,478771,561156.1485,60,12200,Curse of the Golden Flower,2006,Man cheng jin dai huang jin jia,2006,1.172076313
venusi06nusi,Venus,2006,12/21/06,December,Thursday,51,3347411,3923421.144,10998,7.1,82,7.5,Mira.,168,35604,41730.60505,3,13210,Venus,2006,Venus,2006,1.172076313
goodshe06herd,The Good Shepherd,2006,12/22/06,December,Friday,51,59952835,70269297.81,86092,6.7,61,6.6,Uni.,2250,9912110,11617749.34,2215,22100,The Good Shepherd,2006,The Good Shepherd,2006,1.172076313
nightat06seum,Night at the Museum,2006,12/22/06,December,Friday,51,250863268,294030894.3,228734,6.4,48,6.9,Fox,3768,30433781,35670713.83,3685,122100,Night at the Museum,2006,Night at the Museum,2006,1.172076313
wearema06hall,We Are Marshall,2006,12/22/06,December,Friday,51,43545364,51038489.69,46100,7.1,53,8,WB,2606,6114264,7166384.007,2606,13200,We Are Marshall,2006,We Are Marshall,2006,1.172076313
blackch06tmas,Black Christmas [2006],2006,12/25/06,December,Monday,52,16273581,19073878.82,19697,4.5,22,4.7,MGM/W,1544,3723364,4364066.75,1544,1011110000,Black Christmas,2006,Black Christmas,2006,1.172076313
childre06fmen,Children of Men,2006,12/25/06,December,Monday,52,35552383,41670105.99,355962,7.9,84,8.4,Uni.,1524,501003,587213.7491,16,1221,Children of Men,2006,Children of Men,2006,1.172076313
noteson06ndal,Notes on a Scandal,2006,12/25/06,December,Monday,52,17510118,20523194.55,64038,7.4,73,7.9,FoxS,682,414487,485810.3948,22,12310,Notes on a Scandal,2006,Notes on a Scandal,2006,1.172076313
perfume06erer,Perfume - The Story of a Murderer,2006,12/27/06,December,Wednesday,52,2223293,2605869.063,187707,7.5,56,7.4,P/DW,280,37079,43459.41762,3,12211,Perfume: The Story of a Murderer,2006,Perfume: The Story of a Murderer,2006,1.172076313
arthure06moys,Arthur and the Invisibles,2006,12/29/06,December,Friday,52,15132763,17736753.07,25471,6,39,5.5,MGM/W,2248, , ,1,122100,Arthur and the Invisibles,2006,Arthur et les Minimoys,2006,1.172076313
deadgir06girl,The Dead Girl,2006,12/29/06,December,Friday,52,19875,23295.01672,12160,6.7,65,8.7,First,2,6613,7750.940659,2,12100,The Dead Girl,2006,The Dead Girl,2006,1.172076313
ellaber06auno,Pan's Labyrinth,2006,12/29/06,December,Friday,52,37634615,44110640.8,457776,8.2,98,8.6,PicH,1143,568641,666490.6468,17,1222,Pan's Labyrinth,2006,El laberinto del fauno,2006,1.172076313
factory06girl,Factory Girl,2006,12/29/06,December,Friday,52,1675241,1963510.295,18154,6.4,45,6.4,MGM/W,336, , ,1,122101,Factory Girl,2006,Factory Girl,2006,1.172076313
latigre05neve,The Tiger and the Snow,2006,12/29/06,December,Friday,52,10167,11916.49988,11444,7.2,22,7.6,Strand,4,3701,4337.854435,4,12211,The Tiger and the Snow,2006,La tigre e la neve,2005,1.172076313
misspot06tter,Miss Potter,2006,12/29/06,December,Friday,52,3005605,3522798.427,23596,7,57,7.2,MGM/W,102,9653,11314.05265,2,13200,Miss Potter,2006,Miss Potter,2006,1.172076313
unconsc06ious,Unconscious,2006,12/29/06,December,Friday,52,68501,80288.39953,46,6.7,59, ,Reg.,5,807,945.8655847,1,11102,Unconscious,2006,Unconscious,2006,1.172076313
codenam07aner,Code Name: The Cleaner,2007,1/5/07,January,Friday,1,8135024,9505852.065,9691,4.5,33,4.2,NL,1736,4244142,4959319.849,1736,1011110000,Code Name: The Cleaner,2007,Code Name: The Cleaner,2007,1.168509406
freedom07ters,Freedom Writers,2007,1/5/07,January,Friday,1,36605602,42773990.26,51480,7.5,64,7.9,Par.,2286,9405582,10990511.04,1360,2211,Freedom Writers,2007,Freedom Writers,2007,1.168509406
happily07fter,Happily N'Ever After,2007,1/5/07,January,Friday,1,15589393,18216352.36,14,8.8,28,3.5,LGF,2381,6608244,7721795.274,2381,0....0.1.7,Happily N'Ever After,2007,Happily Ever After,2007,1.168509406
l'ivres06voir,Comedy of Power,2007,1/5/07,January,Friday,1,80550,94123.43268,2351,6.4,64,8,Koch,2,10061,11756.37314,1,122100,Comedy of Power,2007,L'ivresse du pouvoir,2006,1.168509406
thr3e06hr3e,Thr3e,2007,1/5/07,January,Friday,1,1008849,1178849.546,4032,5.1,34,7.1,BPic,458,700000,817956.5845,458,1111000,Thr3e,2007,Thr3e,2006,1.168509406
alphado06adog,Alpha Dog,2007,1/12/07,January,Friday,2,15309602,17889413.94,86675,6.9,53,6,Uni.,1292,6412775,7493387.908,1289,13200,Alpha Dog,2007,Alpha Dog,2006,1.168509406
fahtala00jone,Tears of the Black Tiger,2007,1/12/07,January,Friday,2,75234,87911.63668,2331,7,69,7.4,Magn.,5,7954,9294.323818,1,12211,Tears of the Black Tiger,2007,Fah talai jone,2000,1.168509406
godgrew06udan,God Grew Tired of Us,2007,1/12/07,January,Friday,2,301447,352243.655,2411,8,72,7.9,NM,10,21858,25541.2786,2,1312,God Grew Tired of Us,2007,God Grew Tired of Us: The Story of Lost Boys ofSudan,2006,1.168509406
guru07guru,Guru,2007,1/12/07,January,Friday,2,2096000,2449195.716,13108,7.8,70,6.9,AdL.,76,760000,888067.1488,71,1311,Guru,2007,Guru,2007,1.168509406
primeva07eval,Primeval,2007,1/12/07,January,Friday,2,10597734,12383551.87,10969,4.7,35,4.8,BV,2444,6048315,7067512.97,2444,1001110000,Primeval,2007,Primeval,2007,1.168509406
stompth07yard,Stomp the Yard,2007,1/12/07,January,Friday,2,61356221,71695321.38,19369,5.2,44,7,SGem,2169,21833312,25512430.44,2051,1000111001,Stomp the Yard,2007,Stomp the Yard,2007,1.168509406
alonewi06hher,Alone with Her,2007,1/17/07,January,Wednesday,3,10787,12604.71097,3149,6.1,65,6.4,IFC,2,5555,6491.069752,1,122100,Alone with Her,2007,Alone with Her,2006,1.168509406
chinabl05blue,China Blue,2007,1/19/07,January,Friday,3,12185,14238.28712,495,7.6,73, ,Argo.,3,3767,4401.774934,2,2211,China Blue,2007,China Blue,2005,1.168509406
hitcher07cher,The Hitcher [2007],2007,1/19/07,January,Friday,3,16472961,19248809.88,34390,5.6,28,6.2,Rog.,2836,7818239,9135685.813,2831,121000,The Hitcher,2007,The Hitcher,2007,1.168509406
italyan05nets,The Italian,2007,1/19/07,January,Friday,3,555436,649032.1906,2723,7.6,74,7.7,SPC,25,23290,27214.58407,4,2311,The Italian,2007,Italyanets,2005,1.168509406
whenthe06avan,Gypsy Caravan,2007,1/19/07,January,Friday,3,442936,517574.8824,415,7.7,73,7.8,Shad.,16,379,442.865065,1,0.0011311,When the Road Bends: Tales of a Gypsy Caravan,2007,When the Road Bends... Tales of a Gypsy Caravan,2006,1.168509406
bloodan07late,Blood and Chocolate,2007,1/26/07,January,Friday,4,3526847,4121153.894,15256,5.5,33,5.1,MGM,1200,2074300,2423839.062,1200,1111000,Blood and Chocolate,2007,Blood and Chocolate,2007,1.168509406
catchan06seii,Catch and Release,2007,1/26/07,January,Friday,4,15539051,18157527.26,18415,6,43,8.1,Sony,1622,7658898,8949494.355,1622,122100,Catch and Release,2007,Catch and Release,2006,1.168509406
epicmov07ovie,Epic Movie,2007,1/26/07,January,Friday,4,39739367,46435824.14,88744,2.3,17,2.1,Fox,2840,18612544,21748932.74,2801,4110000000,Epic Movie,2007,Epic Movie,2007,1.168509406
funnymo06oney,Funny Money,2007,1/26/07,January,Friday,4,2844,3323.240752,2558,5.3,57,7.6,Think,4,1839,2148.888798,4,111000,Funny Money,2007,Funny Money,2006,1.168509406
g.i.jes06esus,G.I. Jesus,2007,1/26/07,January,Friday,4,8593,10041.00133,111,2.5,57, ,Cnv.,12,6014,7027.41557,12,400.000002,G.I. Jesus,2007,G.I. Jesus,2006,1.168509406
saccoan06etti,Sacco and Vanzetti,2007,1/26/07,January,Friday,4,32203,37629.50841,242,7.1,70,8,FRun,3,2778,3246.119131,1,12201,Sacco and Vanzetti,2007,Sacco and Vanzetti,2006,1.168509406
seraphi06alls,Seraphim Falls,2007,1/26/07,January,Friday,4,418296,488782.8106,24442,6.7,62,7.7,IDP,52,155560,181773.3233,52,23100,Seraphim Falls,2007,Seraphim Falls,2006,1.168509406
smokin'06aces,Smokin' Aces,2007,1/26/07,January,Friday,4,35787686,41818247.72,119823,6.7,45,6,Uni.,2219,14638755,17105522.92,2218,12100,Smokin' Aces,2007,Smokin' Aces,2006,1.168509406
