key,bechdel-rating,imdb-id,imdb-url,title,metatitle,metayear,imdbtitle,imdbyear,releaseyear,releasemonth,releaseday,opening_date,releaseweekday,releaseweeknumber,totalgross,adjustedgross,nVotes,imdbrating,metascore,rank_in_year,studio,totaltheaters,mpaa,budget,country,language,nGenres,Western,History,Documentary,Musical,War,Biography,RealityTV,Drama,Animation,Music,Mystery,Crime,Thriller,News,SciFi,Action,Sport,Comedy,Romance,Adventure,Family,TalkShow,Horror,openinggross,adjustedopeninggross,openingtheaters,vote_distribution,boxofficemojo_url,metacritic_url,meta_retrieved,cpimultiplier,sourcedataset
bruno09runo,0,889583,http://www.imdb.com/title/tt889583/,Bruno,Bruno,2009,Brüno,2009,2009,July,10,7/10/2009,Friday,28,60054530,67327689.62,123884,5.8,54,235,Uni.,2759,R,42000000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30619130,34327390.14,2756,111100,http://www.boxofficemojo.com/movies/?id=bruno.htm,http://www.metacritic.com/movie/bruno,5/9/2017,1.121109259,Metacritic
bubbaho02-tep,#N/A,,,Bubba Ho-Tep,Bubba Ho-Tep,2003,Bubba Ho-Tep,2002,2003,September,19,9/19/2003,Friday,38,1239183,1615434.288,40129,7.2,57,,Vita.,25,R,1000000,USA,English,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,35636,46456.10557,2,12211,http://www.boxofficemojo.com/movies/?id=bubbaho-tep.htm,http://www.metacritic.com/movie/bubba ho-tep,6/12/2017,1.30362851,Metacritic
bubble07bble,#N/A,,,The Bubble,The Bubble,2007,Ha-Buah,2006,2007,September,7,9/7/2007,Friday,36,157121,181946.5551,4834,7.3,61,220,Strand,10,,1500000,Israel,Hebrew,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,38882,45025.46417,10,12211,http://www.boxofficemojo.com/movies/?id=thebubble.htm,http://www.metacritic.com/movie/the bubble,5/9/2017,1.158002782,Metacritic
bubbleb01eboy,#N/A,,,Bubble Boy,Bubble Boy,2001,Bubble Boy,2001,2001,August,24,8/24/2001,Friday,34,5007898,6811644.112,26501,5.6,41,297,BV,1605,PG-13,13000000,USA,English,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2038349,2772522.117,1605,121000,http://www.boxofficemojo.com/movies/?id=bubbleboy.htm,http://www.metacritic.com/movie/bubble boy,5/9/2017,1.360180282,Metacritic
bubblei05blei,#N/A,,,Bubble,Bubble,2006,Bubble,2005,2006,January,27,1/27/2006,Friday,4,145626,177300.9402,6922,6.6,63,217,Magn.,32,R,1600000,USA,English,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,70664,86034.04361,32,12100,http://www.boxofficemojo.com/movies/?id=bubble.htm,http://www.metacritic.com/movie/bubble,5/9/2017,1.217508825,Metacritic
buck11buck,#N/A,,,Buck,Buck,2011,Buck,2011,2011,June,17,6/17/2011,Friday,24,4038912,4320015.78,2912,7.6,76,59,IFC,152,PG,-1,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67548,72249.26563,4,2212,http://www.boxofficemojo.com/movies/?id=buck.htm,http://www.metacritic.com/movie/buck,5/9/2017,1.069598887,Metacritic
bucketl07list,1,825232,http://www.imdb.com/title/tt825232/,The Bucket List,The Bucket List,2007,The Bucket List,2007,2007,December,25,12/25/2007,Tuesday,52,93466502,107437794,193755,7.4,42,383,WB,2915,PG-13,45000000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,335837,386037.6249,16,12211,http://www.boxofficemojo.com/movies/?id=thebucketlist.htm,http://www.metacritic.com/movie/the bucket list,5/9/2017,1.149479137,Metacritic
buckyla11star,#N/A,,,Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,2011,Bucky Larson: Born to Be a Star,2011,2011,September,9,9/9/2011,Friday,36,2529395,2691522.699,9838,3.3,9,538,Sony,1500,R,10000000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1415023,1505722.326,1500,3100000000,http://www.boxofficemojo.com/movies/?id=buckylarsonborntobeastar.htm,http://www.metacritic.com/movie/bucky larson: born to be a star,5/9/2017,1.064097422,Metacritic
buddhah02eads,#N/A,,,Buddha Heads,Buddha Heads,2002,Buddha Heads,2002,2002,August,9,8/9/2002,Friday,32,6739,9003.930537,20,4.3,,,Path.,1,,-1,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6739,9003.930537,1,1230.1...2,http://www.boxofficemojo.com/movies/?id=buddhaheads.htm,http://www.metacritic.com/movie/buddha heads,6/12/2017,1.336092972,Metacritic
buddybo99yboy,#N/A,,,Buddy Boy,Buddy Boy,2000,Buddy Boy,1999,2000,March,24,3/24/2000,Friday,12,12597,17764.71322,917,6.4,36,287,FL,3,R,-1,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3651,5148.763037,2,11111,http://www.boxofficemojo.com/movies/?id=buddyboy.htm,http://www.metacritic.com/movie/buddy boy,5/9/2017,1.410233645,Metacritic
buffalo01iers,#N/A,,,Buffalo Soldiers,Buffalo Soldiers,2003,Buffalo Soldiers,2001,2003,July,25,7/25/2003,Friday,30,354421,465299.461,21172,6.9,56,,Mira.,24,R,15000000,UK,English,5,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,30977,40667.96663,6,13200,http://www.boxofficemojo.com/movies/?id=buffalosoldiers.htm,http://www.metacritic.com/movie/buffalo soldiers,6/12/2017,1.312843937,Metacritic
bug06bug,3,470705,http://www.imdb.com/title/tt470705/,Bug,Bug,2007,Bug,2006,2007,May,25,5/25/2007,Friday,21,7025810,8157073.898,28796,6.1,62,214,LGF,1661,R,4000000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3245556,3768140.632,1661,111100,http://www.boxofficemojo.com/movies/?id=bug.htm,http://www.metacritic.com/movie/bug,5/9/2017,1.161015441,Metacritic
bugs!03ugs!,#N/A,,,Bugs! (IMAX),Bugs!,2003,Bugs!,2003,2003,March,12,3/12/2003,Wednesday,11,19063544,24986696.82,309,6.9,61,174,SK,33,,-1,UK,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67962,89078.1845,32,12201,http://www.boxofficemojo.com/movies/?id=bugs!(imax).htm,http://www.metacritic.com/movie/bugs!,5/9/2017,1.310705755,Metacritic
bukowsk03this,#N/A,,,Bukowski: Born Into This,Bukowski: Born into This,2004,Bukowski: Born into This,2003,2004,May,28,5/28/2004,Friday,22,318816,407045.9255,2956,7.9,77,52,Magn.,8,R,-1,USA,English,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27095,34593.33707,5,2311,http://www.boxofficemojo.com/movies/?id=bukowskibornintothis.htm,http://www.metacritic.com/movie/bukowski: born into this,5/9/2017,1.276742464,Metacritic
bulletp03monk,#N/A,,,Bulletproof Monk,Bulletproof Monk,2003,Bulletproof Monk,2003,2003,April,16,4/16/2003,Wednesday,16,23358708,30683022.8,43307,5.5,40,330,MGM,2955,PG-13,52000000,USA,English,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,8653542,11366931.19,2955,1221000,http://www.boxofficemojo.com/movies/?id=bulletproofmonk.htm,http://www.metacritic.com/movie/bulletproof monk,5/9/2017,1.313558215,Metacritic
bullett12head,0,1308729,http://www.imdb.com/title/tt1308729/,Bullet to the Head,Bullet to the Head,2013,Bullet to the Head,2012,2013,February,1,2/1/2013,Friday,5,9489829,9868578.496,40878,5.7,48,445,WB,2404,R,55000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4548201,4729724.696,2404,221000,http://www.boxofficemojo.com/movies/?id=bullettothehead.htm,http://www.metacritic.com/movie/bullet to the head,5/9/2017,1.039911098,Metacritic
bullett13raja,#N/A,,,Bullett Raja,Bullett Raja,2013,Bullett Raja,2013,2013,November,28,11/28/2013,Thursday,48,,,3119,5,,,FIP,,,-1,India,Hindi,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,1001111000,http://www.boxofficemojo.com/movies/?id=bullettraja.htm,http://www.metacritic.com/movie/bullett raja,6/12/2017,1.035882078,Metacritic
bully01ully,#N/A,,,Bully,Bully,2001,Bully,2001,2001,July,13,7/13/2001,Friday,28,480811,653989.6414,30348,7,45,269,Lions,20,R,-1,USA,English,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47502,64611.28374,6,12211,http://www.boxofficemojo.com/movies/?id=bully.htm,http://www.metacritic.com/movie/bully,5/9/2017,1.360180282,Metacritic
bullyi11llyi,#N/A,,,Bully (2012),Bully,2012,Bully,2011,2012,March,30,3/30/2012,Friday,13,279202,293856.3562,9173,7.4,74,81,Wein.,6,PG-13,1100000,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116472,122585.2162,5,12211,http://www.boxofficemojo.com/movies/?id=bully(2012).htm,http://www.metacritic.com/movie/bully,5/9/2017,1.052486573,Metacritic
buongio03otte,#N/A,,,"Good Morning, Night","Good Morning, Night",2005,"Buongiorno, notte",2003,2005,November,11,11/11/2005,Friday,45,10093,12331.84806,2836,7.2,69,136,Wells,1,,-1,Italy,Italian,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2769,3383.224737,1,13200,http://www.boxofficemojo.com/movies/?id=goodmorningnight.htm,"http://www.metacritic.com/movie/good morning, night",5/9/2017,1.221821862,Metacritic
burials02iety,#N/A,,,The Burial Society,The Burial Society,2004,The Burial Society,2002,2004,May,28,5/28/2004,Friday,22,21285,27175.46335,178,6,53,,Reg.,3,R,1500000,Canada,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,122001,http://www.boxofficemojo.com/movies/?id=theburialsociety.htm,http://www.metacritic.com/movie/the burial society,6/12/2017,1.276742464,Metacritic
buried10ried,1,1462758,http://www.imdb.com/title/tt1462758/,Buried,Buried,2010,Buried,2010,2010,September,24,9/24/2010,Friday,39,1044143,1154050.022,124579,7,65,146,LGF,107,R,3000000,Spain,English,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,100268,110822.2606,11,12200,http://www.boxofficemojo.com/movies/?id=buried.htm,http://www.metacritic.com/movie/buried,5/9/2017,1.105260508,Metacritic
burkean10hare,#N/A,,,Burke and Hare,Burke and Hare,2011,Burke and Hare,2010,2011,September,9,9/9/2011,Friday,36,4833,5142.782841,16870,6.2,46,403,IFC,1,R,10000000,UK,English,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,947,1007.700259,1,122100,http://www.boxofficemojo.com/movies/?id=burkeandhare.htm,http://www.metacritic.com/movie/burke and hare,5/9/2017,1.064097422,Metacritic
burlesq10quei,3,1126591,http://www.imdb.com/title/tt1126591/,Burlesque,Burlesque,2010,Burlesque,2010,2010,November,24,11/24/2010,Wednesday,47,39440655,43519678.51,64412,6.4,47,318,SGem,3037,PG-13,55000000,USA,English,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11947744,13183401.18,3037,112101,http://www.boxofficemojo.com/movies/?id=burlesque.htm,http://www.metacritic.com/movie/burlesque,5/9/2017,1.1034218,Metacritic
burmavj08land,#N/A,,,Burma VJ,Burma VJ: Reporter i et lukket land,2009,Burma VJ: Reporter i et lukket land,2008,2009,May,20,5/20/2009,Wednesday,20,51672,58334.92773,2156,8,82,31,Osci.,3,,-1,Denmark,Burmese,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5554,6270.16931,1,1321,http://www.boxofficemojo.com/movies/?id=burmavj.htm,http://www.metacritic.com/movie/burma vj: reporter i et lukket land,5/9/2017,1.128946581,Metacritic
burnaft08ding,1,887883,http://www.imdb.com/title/tt887883/,Burn After Reading,Burn After Reading,2008,Burn After Reading,2008,2008,September,12,9/12/2008,Friday,37,60355347,66603493.58,259381,7,63,163,Focus,2657,R,37000000,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19128001,21108182.71,2651,13200,http://www.boxofficemojo.com/movies/?id=burnafterreading.htm,http://www.metacritic.com/movie/burn after reading,5/9/2017,1.103522669,Metacritic
burni12urni,#N/A,,,Burn,Burn,2012,Burn,2012,2012,July,24,7/24/2012,Tuesday,30,996103,1049702.927,616,7.5,82,,CB,14,,225000,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,12212,http://www.boxofficemojo.com/movies/?id=burn.htm,http://www.metacritic.com/movie/burn,6/12/2017,1.053809624,Metacritic
burning08lain,3,1068641,http://www.imdb.com/title/tt1068641/,The Burning Plain,The Burning Plain,2009,The Burning Plain,2008,2009,September,18,9/18/2009,Friday,38,200730,224396.3039,16030,6.8,45,291,Magn.,26,R,20000000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,58749,65675.57644,21,13200,http://www.boxofficemojo.com/movies/?id=theburningplain.htm,http://www.metacritic.com/movie/the burning plain,5/9/2017,1.11790118,Metacritic
burning14bush,#N/A,,,Burning Bush,Burning Bush,2014,Horící ker,2013,2014,June,11,6/11/2014,Wednesday,24,16731,16947.83901,995,8,83,34,KL,2,,-1,Czech Republic,Czech,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1221,http://www.boxofficemojo.com/movies/?id=burningbush.htm,http://www.metacritic.com/movie/burning bush,5/9/2017,1.012960313,Metacritic
burning15odhi,#N/A,,,Burning Bodhi,Burning Bodhi,2016,Burning Bodhi,2015,2016,March,18,3/18/2016,Friday,12,3289,3334.578503,266,4.7,,,Mont.,10,R,-1,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,1494.426486,5,1001211001,http://www.boxofficemojo.com/movies/?id=burningbodhi.htm,http://www.metacritic.com/movie/burning bodhi,6/12/2017,1.01385786,Metacritic
burnti15rnti,#N/A,,,Burnt,Burnt,2015,Burnt,2015,2015,October,30,10/30/2015,Friday,44,13651946,13858242.28,75880,6.6,42,507,Wein.,3003,R,20000000,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5002521,5078114.725,3003,23100,http://www.boxofficemojo.com/movies/?id=burnt.htm,http://www.metacritic.com/movie/burnt,5/9/2017,1.015111126,Metacritic
busan03usan,0,377556,http://www.imdb.com/title/tt377556/,"Goodbye, Dragon Inn","Good Bye, Dragon Inn",2004,Bu san,2003,2004,September,17,9/17/2004,Friday,38,35120,44650.29932,2982,7.1,82,24,Wells,3,,-1,Taiwan,Mandarin,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5322,6766.198547,1,12211,http://www.boxofficemojo.com/movies/?id=goodbyedragoninn.htm,"http://www.metacritic.com/movie/good bye, dragon inn",5/9/2017,1.271363876,Metacritic
busanha16aeng,3,5700672,http://www.imdb.com/title/tt5700672/,Train to Busan,Train to Busan,2016,Busanhaeng,2016,2016,July,22,7/22/2016,Friday,30,2129768,2136884.102,56893,7.5,72,168,WGUSA,36,,8500000,South Korea,Korean,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,284776,285727.5098,27,2311,http://www.boxofficemojo.com/movies/?id=traintobusan.htm,http://www.metacritic.com/movie/train to busan,5/9/2017,1.003341257,Metacritic
buscono16ujer,#N/A,,,Busco Novio Para Mi Mujer,Busco Novio Para Mi Mujer,2016,Busco novio para mi mujer,2016,2016,February,19,2/19/2016,Friday,8,1741889,1773632.371,293,5.7,,,PNT,357,PG-13,-1,Mexico,Spanish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,902457,918902.9544,357,121100,http://www.boxofficemojo.com/movies/?id=busconovioparamimujer.htm,http://www.metacritic.com/movie/busco novio para mi mujer,6/12/2017,1.018223532,Metacritic
bush'sb04rain,#N/A,,,Bush's Brain,Bush's Brain,2004,Bush's Brain,2004,2004,August,20,8/20/2004,Friday,34,177525,226175.2813,883,6.8,48,307,Tar.,9,PG-13,-1,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11927,15195.56445,4,12101,http://www.boxofficemojo.com/movies/?id=bushsbrain.htm,http://www.metacritic.com/movie/bush's brain,5/9/2017,1.274047493,Metacritic
busines01gers,#N/A,,,The Business of Strangers,The Business of Strangers,2001,The Business of Strangers,2001,2001,December,7,12/7/2001,Friday,49,1030920,1408585.611,3456,6.4,67,115,IFC,60,R,-1,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71821,98131.79214,8,122100,http://www.boxofficemojo.com/movies/?id=thebusinessofstrangers.htm,http://www.metacritic.com/movie/the business of strangers,5/9/2017,1.366338427,Metacritic
busines02cing,#N/A,,,The Business of Fancydancing,The Business of Fancydancing,2002,The Business of Fancydancing,2002,2002,May,10,5/10/2002,Friday,19,175710,235940.0263,471,6.8,49,277,Outr.,6,,200000,USA,English,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12709,17065.40205,1,1111,http://www.boxofficemojo.com/movies/?id=thebusinessoffancydancing.htm,http://www.metacritic.com/movie/the business of fancydancing,5/9/2017,1.342780868,Metacritic
busines08born,#N/A,,,The Business of Being Born,The Business of Being Born,2008,The Business of Being Born,2008,2008,January,9,1/9/2008,Wednesday,2,69991,80055.27341,1188,7.4,68,103,ICir,3,,-1,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9574,10950.68205,1,1212,http://www.boxofficemojo.com/movies/?id=thebusinessofbeingborn.htm,http://www.metacritic.com/movie/the business of being born,5/9/2017,1.143793822,Metacritic
bustin'09door,#N/A,,,Bustin' Down the Door,Bustin' Down the Door,2008,Bustin' Down the Door,2009,2008,July,25,7/25/2008,Friday,30,109427,120106.8332,243,7,61,174,Scre.,17,,650000,USA,English,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17317,19007.10091,5,12111,http://www.boxofficemojo.com/movies/?id=bustindownthedoor.htm,http://www.metacritic.com/movie/bustin' down the door,5/9/2017,1.097597789,Metacritic
butalwa14ways,#N/A,,,But Always (Yi Sheng Yi Shi),But Always,2014,But Always,2014,2014,September,5,9/5/2014,Friday,36,430760,436914.7225,280,5,16,,CL,20,,-1,China,Mandarin,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,144720,146787.7673,20,1111001,http://www.boxofficemojo.com/movies/?id=butalways(yishengyishi).htm,http://www.metacritic.com/movie/but-always,6/12/2017,1.014288055,Metacritic
buti'ma99ader,#N/A,,,But I'm a Cheerleader,But I'm a Cheerleader,2000,But I'm a Cheerleader,1999,2000,July,7,7/7/2000,Friday,27,2205627,3081648.946,20841,6.6,39,272,Lions,115,R,1200000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,60410,84403.39769,4,12101,http://www.boxofficemojo.com/movies/?id=butimacheerleader.htm,http://www.metacritic.com/movie/but i'm a cheerleader,5/9/2017,1.397175926,Metacritic
butleri13leri,#N/A,,,Lee Daniels' The Butler,Lee Daniels' The Butler,2013,The Butler,2013,2013,August,16,8/16/2013,Friday,33,116632095,120399697.1,93068,7.2,66,202,Wein.,3330,PG-13,30000000,USA,English,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24637312,25433178.6,2933,12210,http://www.boxofficemojo.com/movies/?id=leedanielsthebutler.htm,http://www.metacritic.com/movie/lee daniels' the butler,5/9/2017,1.032303305,Metacritic
butter11tter,3,1349451,http://www.imdb.com/title/tt1349451/,Butter,Butter,2012,Butter,2011,2012,October,5,10/5/2012,Friday,40,105018,109610.2136,17598,6.2,40,491,RTWC,90,R,-1,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70931,74032.66164,90,122100,http://www.boxofficemojo.com/movies/?id=butter.htm,http://www.metacritic.com/movie/butter,5/9/2017,1.043727871,Metacritic
butterf04fect,2,289879,http://www.imdb.com/title/tt289879/,The Butterfly Effect,The Butterfly Effect,2004,The Butterfly Effect,2004,2004,January,23,1/23/2004,Friday,4,57938693,75530532.01,377526,7.7,30,448,NL,2605,R,13000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17065227,22246716.44,2605,2311,http://www.boxofficemojo.com/movies/?id=thebutterflyeffect.htm,http://www.metacritic.com/movie/the butterfly effect,5/9/2017,1.30362851,Metacritic
butterf14girl,#N/A,,,Butterfly Girl,Butterfly Girl,2015,Butterfly Girl,2014,2015,April,3,4/3/2015,Friday,14,17503,17860.53321,27,8.7,85,,Indic.,3,,180000,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,4414.36706,2,0.....0115,http://www.boxofficemojo.com/movies/?id=butterflygirl.htm,http://www.metacritic.com/movie/butterfly girl,6/12/2017,1.020426967,Metacritic
buzzard14zard,#N/A,,,Buzzard,Buzzard,2015,Buzzard,2014,2015,March,6,3/6/2015,Friday,10,14591,14919.31743,1343,6.4,77,98,Osci.,11,,-1,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8031,8211.708469,11,12100,http://www.boxofficemojo.com/movies/?id=buzzard.htm,http://www.metacritic.com/movie/buzzard,5/9/2017,1.022501366,Metacritic
byeon-h13o-in,#N/A,,,The Attorney,The Attorney,2014,Byeon-ho-in,2013,2014,February,7,2/7/2014,Friday,6,557236,573021.6753,2810,7.8,55,361,WGUSA,27,,5000000,South Korea,Korean,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216035,222154.9534,27,2311,http://www.boxofficemojo.com/movies/?id=theattorney.htm,http://www.metacritic.com/movie/the attorney,5/9/2017,1.028328527,Metacritic
byhooko01rook,#N/A,,,By Hook or by Crook,By Hook or by Crook,2002,By Hook or by Crook,2001,2002,October,25,10/25/2002,Friday,43,1802,2399.671616,229,5.8,47,302,AL,2,,-1,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1802,2399.671616,2,1000111002,http://www.boxofficemojo.com/movies/?id=byhookorbycrook.htm,http://www.metacritic.com/movie/by hook or by crook,5/9/2017,1.331671263,Metacritic
bythese15esea,3,3707106,http://www.imdb.com/title/tt3707106/,By the Sea,By the Sea,2015,By the Sea,2015,2015,November,13,11/13/2015,Friday,46,538460,547752.8682,12015,5.2,44,496,Uni.,142,R,10000000,France,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,96250,97911.10493,10,1111000,http://www.boxofficemojo.com/movies/?id=bythesea.htm,http://www.metacritic.com/movie/by the sea,5/9/2017,1.017258233,Metacritic
byutiin15ideu,#N/A,,,The Beauty Inside,The Beauty Inside,2015,Byuti insaideu,2015,2015,September,11,9/11/2015,Friday,37,108083,109666.9182,2284,7.3,48,,WGUSA,23,,-1,South Korea,Korean,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50536,51276.58724,23,12211,http://www.boxofficemojo.com/movies/?id=thebeautyinside.htm,http://www.metacritic.com/movie/the beauty inside,6/12/2017,1.014654647,Metacritic
byzanti12tium,3,1531901,http://www.imdb.com/title/tt1531901/,Byzantium,Byzantium,2013,Byzantium,2012,2013,June,28,6/28/2013,Friday,26,89237,92266.80221,33934,6.5,66,200,IFC,13,R,10526828,UK,English,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16643,17208.06828,6,122100,http://www.boxofficemojo.com/movies/?id=byzantium.htm,http://www.metacritic.com/movie/byzantium,5/9/2017,1.033952309,Metacritic
c.o.g.13o.g.,#N/A,,,C.O.G.,C.O.G.,2013,C.O.G.,2013,2013,September,20,9/20/2013,Friday,38,55301,57021.08927,3140,5.6,60,275,Scre.,20,R,-1,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32677,33693.38953,20,1111000,http://www.boxofficemojo.com/movies/?id=c.o.g..htm,http://www.metacritic.com/movie/c.o.g.,5/9/2017,1.031104126,Metacritic
c.s.a:04rica,#N/A,,,CSA: The Confederate States of America,C.S.A.: The Confederate States of America,2006,C.S.A.: The Confederate States of America,2004,2005,October,7,10/7/2005,Friday,40,672156,814658.4708,4257,6.4,62,230,IFC,28,,-1,USA,English,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5706,6915.717831,2,12100,http://www.boxofficemojo.com/movies/?id=csatheconfederatestatesofamerica.htm,http://www.metacritic.com/movie/c.s.a.: the confederate states of america,5/9/2017,1.212008032,Metacritic
cabinfe02ever,3,303816,http://www.imdb.com/title/tt303816/,Cabin Fever,Cabin Fever,2003,Cabin Fever,2002,2003,September,12,9/12/2003,Friday,37,21158188,27582417.09,64371,5.6,56,,Lions,2105,R,1500000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8633585,11254987.55,2087,121000,http://www.boxofficemojo.com/movies/?id=cabinfever.htm,http://www.metacritic.com/movie/cabin fever,6/12/2017,1.30362851,Metacritic
cabinin12oods,3,1259521,http://www.imdb.com/title/tt1259521/,The Cabin in the Woods,The Cabin in the Woods,2012,The Cabin in the Woods,2012,2012,April,13,4/13/2012,Friday,15,42073277,44148186.16,294607,7,72,102,LGF,2811,R,30000000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14743614,15470718.28,2811,12210,http://www.boxofficemojo.com/movies/?id=thecabininthewoods.htm,http://www.metacritic.com/movie/the cabin in the woods,5/9/2017,1.049316557,Metacritic
cache05ache,#N/A,,,Cache (Hidden),Hidden,2005,Caché,2005,2005,December,23,12/23/2005,Friday,51,3647381,4474565.496,57077,7.3,83,14,SPC,90,R,8888395,France,French,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,57010,69939.21911,5,12210,http://www.boxofficemojo.com/movies/?id=cache(hidden).htm,http://www.metacritic.com/movie/hidden,5/9/2017,1.226788618,Metacritic
cachorr04orro,#N/A,,,Bear Cub,Cachorro,2004,Cachorro,2004,2004,November,5,11/5/2004,Friday,45,100133,126572.3061,3273,7.3,63,174,TLA,4,R,-1,Spain,Spanish,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8002,10114.86316,1,1212,http://www.boxofficemojo.com/movies/?id=bearcub.htm,http://www.metacritic.com/movie/cachorro,5/9/2017,1.264041885,Metacritic
