key,title,releaseyear,opening_date,releasemonth,releaseweekday,releaseweeknumber,totalgross,adjustedgross,nVotes,imdbrating,metascore,mpaa,budget,country,language,Western,History,Documentary,Musical,War,Biography,RealityTV,Drama,Animation,Music,Mystery,Crime,Thriller,News,SciFi,Action,Sport,Comedy,Romance,Adventure,Family,TalkShow,Horror,studio,totaltheaters,openinggross,adjustedopeninggross,openingtheaters,vote_distribution,metatitle,metayear,imdbtitle,imdbyear,cpimultiplier,sourcedataset,adjustedgrossbinned,nvotes_binned,dumpmonth
passion12sion,Passion,2013,8/30/2013,August,Friday,35,92181,95158.7509331828,17769,5.3,53,R,20000000,France,English,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,EOne,14,33400,34478.9303779337,14,0001221000,Passion,2013,Passion,2012,1.03230330472855,Metacritic,"Less than $100,000","10,001-100,000 votes",Dump month
lamaiso13adio,La Maison De La Radio,2013,9/4/2013,September,Wednesday,36,8095,8346.78790001238,219,6.5,56, ,-1,France,French,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,1,1410,1453.85681766738,1,0000022100,La Maison de la Radio,2013,La Maison de la radio,2013,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
99%:the13film,99% - The Occupy Wall Street Collaborative Film,2013,9/6/2013,September,Friday,36, , ,129,6.6,59,R,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Part., , , , ,1000000113,99%: The Occupy Wall Street Collaborative Film,2013,99%: The Occupy Wall Street Collaborative Film,2013,1.03110412600524,Metacritic, ,"101-1,000 votes",Dump month
adorati13tion,Adore,2013,9/6/2013,September,Friday,36,318982,328903.656321402,25062,6.2,37,R,16000000,Australia,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,EXCL,57,119806,123532.460920183,57,0000122100,Adore,2013,Adoration,2013,1.03110412600524,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
fireint13lood,Fire in the Blood,2013,9/6/2013,September,Friday,36,28994,29895.8330293958,441,7.8,68, ,-1,India,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICir,4,4856,5007.04163588143,1,0000001113,Fire in the Blood,2013,Fire in the Blood,2013,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
goodol'13reda,Good Ol' Freda,2013,9/6/2013,September,Friday,36,138811,143128.594834913,1541,7.3,60,PG,-1,UK,English,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Magn.,17,6798,7009.44584858359,1,0000013211,Good Ol' Freda,2013,Good Ol' Freda,2013,1.03110412600524,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
hellbab13baby,Hell Baby,2013,9/6/2013,September,Friday,36,8785,9058.249746956,7713,4.8,41,R,2500000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,MNE,10,4980,5134.89854750607,10,0011111000,Hell Baby,2013,Hell Baby,2013,1.03110412600524,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
ilfutur13turo,Il Futuro,2013,9/6/2013,September,Friday,36,14001,14436.4888681993,824,5.8,80, ,-1,Italy,Italian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strand,3,2583,2663.34195747152,1,0000122100,Il Futuro,2013,Il futuro,2013,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
moneyfo13erve,Money for Nothing: Inside the Federal Reserve,2013,9/6/2013,September,Friday,36,88045,90783.562774131,637,7.5,57, ,-1,USA,English,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,LibSt.,5, , , ,0000002311,Money for Nothing: Inside the Federal Reserve,2013,Money for Nothing: Inside the Federal Reserve,2013,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
populai12aire,Populaire,2013,9/6/2013,September,Friday,36,179091,184661.469030404,9465,6.9,57,R,14443642,France,French,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Wein.,58,15690,16178.0237370221,3,0000013200,Populaire,2013,Populaire,2012,1.03110412600524,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
redobse13sion,Red Obsession,2013,9/6/2013,September,Friday,36,13199,13609.5433591431,1070,6.7,68, ,-1,Australia,English,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A23,3,5060,5217.38687758649,2,0000022101,Red Obsession,2013,Red Obsession,2013,1.03110412600524,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
riddick13dick,Riddick,2013,9/6/2013,September,Friday,36,42025135,43332290.094427,131605,6.4,49,R,38000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Uni.,3117,19030375,19622298.1819269,3107,0000122100,Riddick,2013,Riddick,2013,1.03110412600524,Metacritic,$10-100 million,"More than 100,000 votes",Dump month
salinge13nger,Salinger,2013,9/6/2013,September,Friday,36,583633,601786.394372814,2086,6.7,40,PG-13,2000000,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wein.,138,86956,89660.6903809113,4,0000112100,Salinger,2013,Salinger,2013,1.03110412600524,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
teacher13cher,A Teacher,2013,9/6/2013,September,Friday,36,8348,8607.65724389171,3447,4.8,47, ,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Osci.,7,4684,4829.69172620852,2,0011210000,A Teacher,2013,A Teacher,2013,1.03110412600524,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
touchyf13eely,Touchy Feely,2013,9/6/2013,September,Friday,36,36128,37251.7298643172,3093,5.3,55,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Magn.,5,3447,3554.21592234005,2,0001221000,Touchy Feely,2013,Touchy Feely,2013,1.03110412600524,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
ultimat13life,The Ultimate Life,2013,9/6/2013,September,Friday,36,1327149,1368428.80972372,843,5.9,19,PG,3100000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,HTR,412,659912,680437.986000367,412,0000111101,The Ultimate Life,2013,The Ultimate Life,2013,1.03110412600524,Metacritic,"$100,000 to $10 million","101-1,000 votes",Dump month
winnie11nnie,Winnie Mandela,2013,9/6/2013,September,Friday,36,80634,83142.0500963062,642,6,37,R,15000000,South Africa,English,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Imag.,32,61847,63770.6968810458,32,0000111101,Winnie Mandela,2013,Winnie,2011,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
mademoi13llec,Mademoiselle C,2013,9/11/2013,September,Wednesday,37,48668,50181.7756044228,470,5.7,51,R,-1,France,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cohen,7,14284,14728.2913358588,6,0000121001,Mademoiselle C,2013,Mademoiselle C,2013,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
andwhil12here,And While We Were Here,2013,9/13/2013,September,Friday,37,7750,7991.05697654058,2729,5.8,48,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WGUSA,19,7750,7991.05697654058,19,0000121100,And While We Were Here,2013,And While We Were Here,2012,1.03110412600524,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
bluecap13rice,Blue Caprice,2013,9/13/2013,September,Friday,37,93995,96918.6323238621,4762,6,76,R,-1,USA,English,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,IFC,36,13400,13816.7952884702,1,0000122000,Blue Caprice,2013,Blue Caprice,2013,1.03110412600524,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
familyi13ilyi,The Family (2013),2013,9/13/2013,September,Friday,37,36918811,38067138.3493075,92474,6.3,42,R,30000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Rela.,3091,14034764,14471303.0679097,3091,0000122100,The Family,2013,The Family,2013,1.03110412600524,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
gmoomg13oomg,GMO OMG,2013,9/13/2013,September,Friday,37,47558,49037.250024557,1168,6.6,49, ,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SD,9,15100,15569.6723026791,1,1000012101,GMO OMG,2013,GMO OMG,2013,1.03110412600524,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
harryde12tion,Harry Dean Stanton: Partly Fiction,2013,9/13/2013,September,Friday,37,23959,24704.2237549594,559,7.3,75, ,600000,Switzerland,English,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AF,4,6330,6526.88911761314,2,0000012311,Harry Dean Stanton: Partly Fiction,2013,Harry Dean Stanton: Partly Fiction,2012,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
herb&do130x50,Herb and Dorothy 50x50,2013,9/13/2013,September,Friday,37,38933,40143.9769377618,45,5.8,65, ,-1,USA,English,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FLM,8,6157,6348.50810381424,1,2000.12100,Herb & Dorothy 50X50,2013,Herb & Dorothy 50X50,2013,1.03110412600524,Metacritic,"Less than $100,000",Less than 100 votes,Dump month
informa12anti,The Informant,2013,9/13/2013,September,Friday,37,10068,10381.1563406207,275,6.1,70, ,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MBox,4,2947,3038.66385933743,2,0000112100,Informant,2013,Informant,2012,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
insidio13ter2,Insidious Chapter 2,2013,9/13/2013,September,Friday,37,83586447,86186330.379818,118654,6.6,40,PG-13,5000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FD,3155,40272103,41524731.5662078,3049,0000022100,Insidious: Chapter 2,2013,Insidious: Chapter 2,2013,1.03110412600524,Metacritic,$10-100 million,"More than 100,000 votes",Dump month
jaynema12scar,Jayne Mansfield's Car,2013,9/13/2013,September,Friday,37,14836,15297.4608134137,2333,6.3,48,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anch.,11,9320,9609.8904543688,11,0000122100,Jayne Mansfield's Car,2013,Jayne Mansfield's Car,2012,1.03110412600524,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
mothero13orge,Mother of George,2013,9/13/2013,September,Friday,37,157937,162849.492348889,824,6.4,77,R,750000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Osci.,8,22500,23199.8428351178,1,0000012100,Mother of George,2013,Mother of George,2013,1.03110412600524,Metacritic,"$100,000 to $10 million","101-1,000 votes",Dump month
samplet12this,Sample This,2013,9/13/2013,September,Friday,37, , ,199,6.5,64, ,577648,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GD,15, , ,15,0000122100,Sample This,2013,Sample This,2012,1.03110412600524,Metacritic, ,"101-1,000 votes",Dump month
wadjda12djda,Wadjda (U.S. only),2013,9/13/2013,September,Friday,37,1347747,1389667.49251118,14373,7.6,81,PG,-1,Saudi Arabia,Arabic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SPC,87,41253,42536.138510094,3,0000002311,Wadjda,2013,Wadjda,2012,1.03110412600524,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
enoughs13said,Enough Said,2013,9/18/2013,September,Wednesday,38,17550872,18096776.5341898,51337,7.1,78,PG-13,8000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,FoxS,835,232800,240041.040534019,4,0000013200,Enough Said,2013,Enough Said,2013,1.03110412600524,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
afterti13ller,After Tiller,2013,9/20/2013,September,Friday,38,72125,74368.3850881276,876,7.5,75,PG-13,-1,USA,English,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Osci.,6,15500,15982.1139530812,2,0000002211,After Tiller,2013,After Tiller,2013,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
battleo13year,Battle of the Year,2013,9/20/2013,September,Friday,38,8888355,9164819.51389927,8213,5,29,PG-13,20000000,USA,English,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SGem,2008,4603177,4746354.7974324,2008,1001111001,Battle of the Year,2013,Battle of the Year,2013,1.03110412600524,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
c.o.g.13o.g.,C.O.G.,2013,9/20/2013,September,Friday,38,55301,57021.0892722155,3140,5.6,60,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Scre.,20,32677,33693.3895254731,20,0001111000,C.O.G.,2013,C.O.G.,2013,1.03110412600524,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
feichan13gyun,My Lucky Star,2013,9/20/2013,September,Friday,38,64432,66436.1010467694,356,5.1,33, ,-1,China,Chinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,CL,23,47006,48468.0805470021,23,0001111001,My Lucky Star,2013,Fei chang xing yun,2013,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
generat13iron,Generation Iron,2013,9/20/2013,September,Friday,38,849521,875944.608228094,6059,7.1,61,PG-13,-1,USA,English,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TVC,84,245000,252620.510871283,53,0000013201,Generation Iron,2013,Generation Iron,2013,1.03110412600524,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
lessave12lais,Haute Cuisine,2013,9/20/2013,September,Friday,38,217883,224660.060286399,4696,6.4,61,PG-13,-1,France,French,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Wein.,60,14387,14834.4950608373,3,0000122100,Haute Cuisine,2013,Les saveurs du Palais,2012,1.03110412600524,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
prisone13ners,Prisoners,2013,9/20/2013,September,Friday,38,61002302,62899725.2880175,428673,8.1,74,R,46000000,USA,English,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,WB,3290,20817053,21464549.2395697,3260,0000001321,Prisoners,2013,Prisoners,2013,1.03110412600524,Metacritic,$10-100 million,"More than 100,000 votes",Dump month
rushi13ushi,Rush (2013),2013,9/20/2013,September,Friday,38,26947624,27785806.2924377,338315,8.1,75,R,38000000,UK,English,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Uni.,2308,187289,193114.460655395,5,0000001321,Rush,2013,Rush,2013,1.03110412600524,Metacritic,$10-100 million,"More than 100,000 votes",Dump month
shortga13game,The Short Game,2013,9/20/2013,September,Friday,38,39819,41057.5351934025,990,7.5,51,PG,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Gold.,20,28434,29318.4147188329,17,0000002311,The Short Game,2013,The Short Game,2013,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
singles13shot,A Single Shot,2013,9/20/2013,September,Friday,38,18642,19221.8431169896,8945,5.8,53,R,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Trib.,10,10020,10331.6633425725,10,0000222000,A Single Shot,2013,A Single Shot,2013,1.03110412600524,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
thanksf12ring,Thanks for Sharing,2013,9/20/2013,September,Friday,38,1065881,1099034.29693059,21520,6.4,54,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,RAtt.,269,536591,553281.194077275,269,0000123100,Thanks for Sharing,2013,Thanks for Sharing,2012,1.03110412600524,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
yipman:13tjin,Ip Man: The Final Fight,2013,9/20/2013,September,Friday,38,37884,39062.3487095824,8277,6.2,55,PG-13,-1,Hong Kong,Cantonese,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,WGUSA,14,15514,15996.5494108452,14,0000122000,Ip Man: The Final Fight,2013,Yip Man: Jung gik yat jin,2013,1.03110412600524,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
zaytoun12toun,Zaytoun,2013,9/20/2013,September,Friday,38,42330,43646.6376538016,1344,6.6,39, ,8000000,UK,English,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Strand,9,4100,4227.52691662147,2,0000012101,Zaytoun,2013,Zaytoun,2012,1.03110412600524,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
shepard12dark,Shepard and Dark,2013,9/25/2013,September,Wednesday,39,10278,10597.6882070818,129,6.3,66, ,-1,USA,English,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MBox,3,1226,1264.13365848242,1,0000111101,Shepard & Dark,2013,Shepard & Dark,2012,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
baggage13laim,Baggage Claim,2013,9/27/2013,September,Friday,39,21569509,22240409.7258071,7463,5.1,34,PG-13,8500000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FoxS,2230,9031102,9312006.53457414,2027,0001111000,Baggage Claim,2013,Baggage Claim,2013,1.03110412600524,Metacritic,$10-100 million,"1,001-10,000 votes",Dump month
cloudyw13lls2,Cloudy with a Chance of Meatballs 2,2013,9/27/2013,September,Friday,39,119793567,123519641.202585,69110,6.5,59,PG,78000000,USA,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,Sony,4001,34017930,35076027.9811573,4001,0000122100,Cloudy with a Chance of Meatballs 2,2013,Cloudy with a Chance of Meatballs 2,2013,1.03110412600524,Metacritic,More than $100 million,"10,001-100,000 votes",Dump month
donjon13njon,Don Jon,2013,9/27/2013,September,Friday,39,24477704,25239061.5895349,199516,6.6,66,R,3000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Rela.,2422,8677009,8946899.78128457,2422,0000123100,Don Jon,2013,Don Jon,2013,1.03110412600524,Metacritic,$10-100 million,"More than 100,000 votes",Dump month
inequal13rall,Inequality for All,2013,9/27/2013,September,Friday,39,1205273,1242761.96326271,5608,8.1,68,PG,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RTWC,103,140888,145270.198104626,28,0000001322,Inequality for All,2013,Inequality for All,2013,1.03110412600524,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
iusedto13rker,I Used to Be Darker,2013,9/27/2013,September,Friday,39,22214,22904.9470550803,781,5.6,69, ,-1,USA,English,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strand,5,3533,3642.8908771765,1,0000121000,I Used to Be Darker,2013,I Used to Be Darker,2013,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
metalli13ever,Metallica Through the Never,2013,9/27/2013,September,Friday,39,3419967,3526342.08450175,14101,7.2,61,R,-1,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PH,589,1576561,1625598.55199894,305,0000012212,Metallica: Through the Never,2013,Metallica Through the Never,2013,1.03110412600524,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
morning10ngii,Morning,2013,9/27/2013,September,Friday,39,4029,4154.3185236751,123,5.9,48,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anch.,4,2876,2965.45546639106,4,1000111002,Morning,2013,Morning,2010,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
muscles13oals,Muscle Shoals,2013,9/27/2013,September,Friday,39,696241,717896.967794011,2905,7.7,75,PG,-1,USA,English,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Magn.,56,13901,14333.3784555988,1,0000002311,Muscle Shoals,2013,Muscle Shoals,2013,1.03110412600524,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
onthejo13ejob,On the Job,2013,9/27/2013,September,Friday,39,164620,169740.361222982,2029,7,70, ,-1,Philippines,Filipino,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,WGUSA,29,56098,57842.8792606417,29,0000012211,On the Job,2013,On the Job,2013,1.03110412600524,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
outinth12dark,Out in the Dark,2013,9/27/2013,September,Friday,39,26966,27804.7538618572,5300,7.6,69, ,-1,Israel,Hebrew,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BGP,6,14067,14504.5417405157,6,0000001211,Out in the Dark,2013,Out in the Dark,2012,1.03110412600524,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
wearewh13eare,We Are What We Are,2013,9/27/2013,September,Friday,39,81381,83912.2848784321,16246,5.9,71,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,EOne,17,13727,14153.9663376739,2,0000122000,We Are What We Are,2013,We Are What We Are,2013,1.03110412600524,Metacritic,"Less than $100,000","10,001-100,000 votes",Dump month
wedding13lace,Wedding Palace,2013,9/27/2013,September,Friday,39,19908,20527.2209405122,135,6.2,42, ,1000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,GGGE,6,19908,20527.2209405122,6,0000011111,Wedding Palace,2013,Wedding Palace,2013,1.03110412600524,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
letthef13burn,Let the Fire Burn,2013,10/2/2013,October,Wednesday,40,64489,66666.5592559924,1035,7.9,86, ,-1,USA,English,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Zeit.,9,5226,5402.46303511942,1,0000002311,Let the Fire Burn,2013,Let the Fire Burn,2013,1.0337663672253,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
a.c.o.d13o.d.,A.C.O.D.,2013,10/4/2013,October,Friday,40,175705,181637.919553321,11167,5.7,50,R,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TFA,42,19001,19642.5947436479,3,0000231000,A.C.O.D.,2013,A.C.O.D.,2013,1.0337663672253,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
allisbr13ight,All is Bright,2013,10/4/2013,October,Friday,40,4556,4709.83956907847,4738,5.6,54,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Anch.,10,4556,4709.83956907847,10,0000221000,All Is Bright,2013,All Is Bright,2013,1.0337663672253,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
badmilo13ilo!,Bad Milo!,2013,10/4/2013,October,Friday,40,19613,20275.2597603898,5736,5.7,62,R,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Magn.,11,4503,4655.04995161553,11,0000121000,Bad Milo!,2013,Bad Milo!,2013,1.0337663672253,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
cbgb13cbgb,CBGB,2013,10/4/2013,October,Friday,40,40400,41764.1612359021,6781,6.6,30,R,5000000,USA,English,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,XL,100,3909,4040.9927294837,1,0000012100,CBGB,2013,CBGB,2013,1.0337663672253,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
concuss13sion,Concussion,2013,10/4/2013,October,Friday,40,42606,44044.6498420011,3220,5.7,56,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RTWC,25,8313,8593.69981074392,2,0000121000,Concussion,2013,Concussion,2013,1.0337663672253,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
dracula12la3d,Argento's Dracula 3D,2013,10/4/2013,October,Friday,40,8139,8413.82446284672,3225,3.6,25, ,6221876,Italy,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,IFC,6,3085,3189.16924289005,6,1111100000,Argento's Dracula 3D,2013,Dracula 3D,2012,1.0337663672253,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
fivedan13nces,Five Dances,2013,10/4/2013,October,Friday,40,5788,5983.43973350004,2021,7.2,51, ,-1,USA,English,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Pala.,1,5788,5983.43973350004,1,0000012211,Five Dances,2013,Five Dances,2013,1.0337663672253,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
gravity13vity,Gravity,2013,10/4/2013,October,Friday,40,274092705,283347819.930806,620027,7.8,96,PG-13,100000000,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,WB,3820,55785112,57668772.5774965,3575,0000001221,Gravity,2013,Gravity,2013,1.0337663672253,Metacritic,More than $100 million,"More than 100,000 votes",Dump month
institu13utei,The Institute,2013,10/4/2013,October,Friday,40,8445,8730.15697121766,878,6.2,55, ,-1,USA,English,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Argo.,4,3017,3118.87312991873,2,0000112101,The Institute,2013,The Institute,2013,1.0337663672253,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
linsani13nity,Linsanity,2013,10/4/2013,October,Friday,40,302645,312864.222208901,1747,7.4,52,PG,-1,USA,English,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,KE,16,99462,102820.470416963,9,0000002212,Linsanity,2013,Linsanity,2013,1.0337663672253,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
nothing13fear,Nothing Left to Fear,2013,10/4/2013,October,Friday,40,7886,8152.28157193872,4144,4.4,12,R,3000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Anch.,5,7886,8152.28157193872,5,1011110000,Nothing Left to Fear,2013,Nothing Left to Fear,2013,1.0337663672253,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
