key,title,metatitle,imdbtitle,releaseyear,releasemonth,releaseday,opening_date,releaseweekday,releaseweeknumber,totalgross,adjustedgross,nVotes,imdbrating,metascore,rank_in_year,studio,totaltheaters,mpaa,budget,country,language,Western,History,Documentary,Musical,War,Biography,RealityTV,Drama,Animation,Music,Mystery,Crime,Thriller,News,SciFi,Action,Sport,Comedy,Romance,Adventure,Family,TalkShow,Horror,openinggross,adjustedopeninggross,openingtheaters,vote_distribution,metayear,imdbyear,cpimultiplier,sourcedataset,adjustedgrossbinned,nvotes_binned,dumpmonth
l'attes15tesa,L'attesa,L'Attesa (The Wait),L'attesa,2016,April,29,4/29/2016,Friday,18,55804,56310.3528280831,1244,6.5,58,362,Osci.,9, ,3556302,Italy,Italian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5686,5737.59347323634,2,0000012100,2016,2015,1.00907377299267,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
manwhok15nity,The Man Who Knew Infinity,The Man Who Knew Infinity,The Man Who Knew Infinity,2016,April,29,4/29/2016,Friday,18,3866794,3901880.41096543,29312,7.2,56,393,IFC,288,PG-13,-1,UK,English,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80325,81053.8508156365,6,0000013211,2016,2015,1.00907377299267,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
mother'16dayi,Mother's Day,Mother's Day,Mother's Day,2016,April,29,4/29/2016,Friday,18,32492859,32787691.8264489,19646,5.6,18,606,ORF,3291,PG-13,25000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8369184,8445124.07574991,3035,0000121000,2016,2016,1.00907377299267,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
papahem15cuba,Papa: Hemingway in Cuba,Papa: Hemingway in Cuba,Papa Hemingway in Cuba,2016,April,29,4/29/2016,Friday,18,1115615,1125737.83725722,746,6.3,37,540,YFG,325,R,-1,USA,English,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475224,479536.07469667,325,0000012100,2016,2015,1.00907377299267,Metacritic,"$100,000 to $10 million","101-1,000 votes",Dump month
ratchet16lank,Ratchet & Clank,Ratchet & Clank,Ratchet & Clank,2016,April,29,4/29/2016,Friday,18,8821329,8901371.73683969,6973,5.6,29,580,Focus,2895,PG,20000000,Hong Kong,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,4869278,4913460.72321022,2891,0000121001,2016,2016,1.00907377299267,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
viktori14oria,Viktoria,Viktoria,Viktoria,2016,April,29,4/29/2016,Friday,18,11314,11416.6606676391,326,6.5,55,400,BWP,3, ,-1,Bulgaria,Bulgarian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2468,2490.39407174592,2,0000001112,2016,2014,1.00907377299267,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
viva15viva,Viva,Viva,Viva,2016,April,29,4/29/2016,Friday,18,178008,179623.20418288,927,7.2,69,217,Magn.,17,R,-1,Ireland,Spanish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48995,49439.569507776,14,0000012211,2016,2015,1.00907377299267,Metacritic,"$100,000 to $10 million","101-1,000 votes",Dump month
biggers15lash,A Bigger Splash,A Bigger Splash,A Bigger Splash,2016,May,4,5/4/2016,Wednesday,18,2024099,2034235.1246852,15007,6.4,74,127,FoxS,378,R,-1,Italy,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114419,114991.978520495,5,0000122100,2016,2015,1.00500772179878,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
beingch15rlie,Being Charlie,Being Charlie,Being Charlie,2016,May,6,5/6/2016,Friday,19,30400,30552.234742683,2069,6.2,47,471,Pala.,14,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11872,11931.4516731952,4,0000122100,2016,2015,1.00500772179878,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
captain16lwar,Captain America: Civil War,Captain America: Civil War,Captain America: Civil War,2016,May,6,5/6/2016,Friday,19,408084349,410127921.89023,406908,7.9,75,121,BV,4226,PG-13,250000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,179139142,180036220.986409,4226,0000001221,2016,2016,1.00500772179878,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
dheepan15epan,Dheepan,Dheepan,Dheepan,2016,May,6,5/6/2016,Friday,19,248392,249635.878033043,8972,7.2,76,97,IFC,26,R,-1,France,Tamil,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20249,20350.4013587036,2,0000013200,2016,2015,1.00500772179878,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
elstree151976,Elstree 1976,Elstree 1976,Elstree 1976,2016,May,6,5/6/2016,Friday,19,12173,12233.9589974566,739,6,66,265,FR,14, ,177640,UK,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3270,3286.37525028202,14,0000121000,2016,2015,1.00500772179878,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
unmonst15ezas,A Monster with a Thousand Heads,A Monster with a Thousand Heads,Un monstruo de mil cabezas,2016,May,11,5/11/2016,Wednesday,19,24852,24976.4519021434,590,6.5,71,185,MBox,5, ,-1,Mexico,Spanish,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3900,3919.53011501526,2,0000123100,2016,2015,1.00500772179878,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
darknes16essi,The Darkness,The Darkness,The Darkness,2016,May,13,5/13/2016,Friday,20,10753574,10807424.9069346,8278,4.3,27,587,BH Tilt,1769,PG-13,4000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4950859,4975651.524537,1755,0012210000,2016,2016,1.00500772179878,Metacritic,$10-100 million,"1,001-10,000 votes",Not a dump month
high-ri15rise,High-Rise,High-Rise,High-Rise,2016,May,13,5/13/2016,Friday,20,346472,348207.035387068,25581,5.7,65,286,Magn.,41,R,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79887,80287.0518713394,39,0000121100,2016,2015,1.00500772179878,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
lastday15sert,Last Days in the Desert,Last Days in Vietnam,Last Days in the Desert,2016,May,13,5/13/2016,Friday,20, , ,2194,5.6,86,23,BG, ,PG-13,-1,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , , ,0000111100,2014,2015,1.00500772179878,Metacritic, ,"1,001-10,000 votes",Not a dump month
lobster15ster,The Lobster (US Release),The Lobster,The Lobster,2016,May,13,5/13/2016,Friday,20,8700374,8743943.05253737,119795,7.1,82,40,A24,560,R,4444197,Greece,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,190252,191204.729087662,4,0000012210,2016,2015,1.00500772179878,Metacritic,"$100,000 to $10 million","More than 100,000 votes",Not a dump month
love&fr16ship,Love & Friendship,Love & Friendship,Love & Friendship,2016,May,13,5/13/2016,Friday,20,14016568,14086759.0731177,15848,6.5,87,20,RAtt.,826,PG,3000000,Ireland,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,133513,134181.595960521,4,0000112100,2016,2016,1.00500772179878,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
moneymo16ster,Money Monster,Money Monster,Money Monster,2016,May,13,5/13/2016,Friday,20,41012075,41217452.0619909,67838,6.5,55,398,TriS,3104,R,27000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14788157,14862211.9761727,3104,0000023100,2016,2016,1.00500772179878,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
pele:bi16gend,Pele: Birth of a Legend,Pelé: Birth of a Legend,Pelé: Birth of a Legend,2016,May,13,5/13/2016,Friday,20,49979,50229.2809277814,8178,7.3,39,529,IFC,19,PG,-1,USA,English,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7226,7262.18579771801,3,0000012211,2016,2016,1.00500772179878,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
searchp14arty,Search Party,Search Party,Search Party,2016,May,13,5/13/2016,Friday,20,4571,4593.89029634224,4762,5.6,22,600,FCW,10,R,20000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3073,3088.38872908766,10,0000121000,2016,2014,1.00500772179878,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
spl2:at15nces,Kill Zone 2,Kill Zone 2,SPL 2: A Time for Consequences,2016,May,13,5/13/2016,Friday,20,11998,12058.0826461418,3841,6.8,73,153,WGUSA,13, ,-1,China,Mandarin,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,11998,12058.0826461418,13,0000023100,2016,2015,1.00500772179878,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
sunsets15song,Sunset Song,Sunset Song,Sunset Song,2016,May,13,5/13/2016,Friday,20,159714,160513.803279371,2183,6.5,72,167,Magn.,19,R,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12995,13060.0753447752,3,0000122100,2016,2015,1.00500772179878,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
angrybi16irds,The Angry Birds Movie,The Angry Birds Movie,Angry Birds,2016,May,20,5/20/2016,Friday,21,107509366,108047742.995692,55182,6.3,43,501,Sony,3932,PG,73000000,Finland,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,38155177,38346247.5115993,3932,0000122100,2016,2016,1.00500772179878,Metacritic,More than $100 million,"10,001-100,000 votes",Not a dump month
crocodi15adiy,Almost Holy,Almost Holy,Crocodile Gennadiy,2016,May,20,5/20/2016,Friday,21,21142,21247.8732542699,278,7.5,73,160,Orch.,10,R,-1,Ukraine,English,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4195,4216.0073929459,5,0000002211,2016,2015,1.00500772179878,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
goksung16sung,The Wailing (Goksung),The Wailing,Goksung,2016,May,20,5/20/2016,Friday,21,786633,790572.239221743,17424,7.5,81,53,WGUSA,35, ,-1,South Korea,Korean,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,77892,78282.0614663509,2,0000012310,2016,2016,1.00500772179878,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
lubiany15ecan,Kaili Blues,Kaili Blues,Lu bian ye can,2016,May,20,5/20/2016,Friday,21,27477,27614.5971718652,797,7.3,85,26,Ghop,4, ,-1,China,Mandarin,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4164,4184.85215357013,1,0000012210,2016,2015,1.00500772179878,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
maggie's15pla,Maggie's Plan,Maggie's Plan,Maggie's Plan,2016,May,20,5/20/2016,Friday,21,3351735,3368519.55642325,9681,6.2,76,99,SPC,335,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,63308,63625.0288516374,5,0000122100,2016,2015,1.00500772179878,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
mama15mama,Ma ma,ma ma,Ma ma,2016,May,20,5/20/2016,Friday,21,47258,47494.6549167669,2213,6.3,31,571,Osci.,11,R,-1,Spain,Spanish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8874,8918.43852324241,1,0000112101,2016,2015,1.00500772179878,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
neighbo16sing,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,2016,May,20,5/20/2016,Friday,21,55455765,55733472.0432587,75160,5.7,58,361,Uni.,3416,R,35000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21760405,21869375.0544689,3384,0000221000,2016,2016,1.00500772179878,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
niceguy16guys,The Nice Guys,The Nice Guys,The Nice Guys,2016,May,20,5/20/2016,Friday,21,36261763,36443351.8210374,172319,7.4,70,206,WB,2865,R,50000000,USA,English,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,11203270,11259372.8593967,2865,0000012310,2016,2016,1.00500772179878,Metacritic,$10-100 million,"More than 100,000 votes",Not a dump month
othersi15viii,The Other Side,The Other Side,The Other Side,2016,May,20,5/20/2016,Friday,21,8074,8114.43234580338,605,6.9,65,280,FM,1, ,485000,France,English,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,1252.23962136128,1,0000012102,2016,2015,1.00500772179878,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
weiner16iner,Weiner,Weiner,Weiner,2016,May,20,5/20/2016,Friday,21,1676108,1684501.48256872,6713,7.6,84,32,IFC,88,R,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84173,84594.514966969,5,0000002310,2016,2016,1.00500772179878,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
unlocki16cage,Unlocking the Cage,Unlocking the Cage,Unlocking the Cage,2016,May,25,5/25/2016,Wednesday,21,27284,27420.630681558,203,7.2,63,307,FRun,3, ,-1,USA,English,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3708,3726.56863242989,1,0.00012112,2016,2016,1.00500772179878,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
aliceth16lass,Alice Through the Looking Glass,Alice Through the Looking Glass,Alice Through the Looking Glass,2016,May,27,5/27/2016,Friday,22,77041381,77427182.8030421,56243,6.2,34,557,BV,3763,PG,170000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,26858726,26993227.0276778,3763,0000122100,2016,2016,1.00500772179878,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
chevali15lier,Chevalier,Chevalier,Chevalier,2016,May,27,5/27/2016,Friday,22,25696,25824.6784193415,2443,6.5,76,105,Strand,7, ,-1,Greece,Greek,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5968,5997.88608369514,3,0000122100,2016,2015,1.00500772179878,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
holyhel16hell,Holy Hell,Holy Hell,Holy Hell,2016,May,27,5/27/2016,Friday,22,18051,18141.3943861898,2240,7,64,295,WRA,3, ,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9238,9284.26133397716,3,0000013200,2016,2016,1.00500772179878,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
onesbel15elow,The Ones Below,The Ones Below,The Ones Below,2016,May,27,5/27/2016,Friday,22,12488,12550.5364298232,5789,6.1,63,316,Magn.,4,R,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5191,5216.99508385749,4,0000132000,2016,2015,1.00500772179878,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
present15shaw,Presenting Princess Shaw,Presenting Princess Shaw,Presenting Princess Shaw,2016,May,27,5/27/2016,Friday,22,60197,60498.4498291214,388,6.8,77,94,Magn.,12, ,-1,Israel,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4814,4838.10717273934,3,0000012211,2016,2015,1.00500772179878,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
x-men:a16ypse,X-Men: Apocalypse,X-Men: Apocalypse,X-Men: Apocalypse,2016,May,27,5/27/2016,Friday,22,155442489,156220901.740622,271272,7.1,52,434,Fox,4153,PG-13,178000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,65769562,66098917.6693239,4150,0000012200,2016,2016,1.00500772179878,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
yatayre15ayer,The Idol,The Idol,Ya tayr el tayer,2016,May,27,5/27/2016,Friday,22, , ,972,6.8,66,274,AF, , ,-1,Egypt,Arabic,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0, , , ,0000012201,2016,2015,1.00500772179878,Metacritic, ,"101-1,000 votes",Not a dump month
approac16nown,Approaching the Unknown,Approaching the Unknown,Approaching the Unknown,2016,June,3,6/3/2016,Friday,23,10232,10249.5756499515,4639,4.8,53,425,INDEP,11,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6476,6487.12391605606,11,0011210000,2016,2016,1.00171771402966,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
artbast16tard,Art Bastard,Art Bastard,Art Bastard,2016,June,3,6/3/2016,Friday,23,19600,19633.6671949813,24,7.7,70,204,CAVU,2, ,-1,USA,English,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19600,19633.6671949813,2,.0..013102,2016,2016,1.00171771402966,Metacritic,"Less than $100,000",Less than 100 votes,Not a dump month
fits15fits,The Fits,The Fits,The Fits,2016,June,3,6/3/2016,Friday,23,166425,166710.870557386,2729,6.8,90,10,Osci.,20, ,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10602,10620.2112041424,1,0000012100,2016,2015,1.00171771402966,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
mebefor16eyou,Me Before You,Me Before You,Me Before You,2016,June,3,6/3/2016,Friday,23,56245075,56341687.9544266,111488,7.4,51,443,WB (NL),2762,PG-13,20000000,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18723269,18755430.2218424,2704,0000012211,2016,2016,1.00171771402966,Metacritic,$10-100 million,"More than 100,000 votes",Not a dump month
popstar16ping,Popstar: Never Stop Never Stopping,Popstar: Never Stop Never Stopping,Popstar: Never Stop Never Stopping,2016,June,3,6/3/2016,Friday,23,9639125,9655682.26024612,30388,6.7,68,236,Uni.,2313,R,20000000,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4698715,4706786.04867686,2311,0000023100,2016,2016,1.00171771402966,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
preside14dent,The President,The President,The President,2016,June,3,6/3/2016,Friday,23,7578,7591.01683691675,774,7.4,67,241,Crnth,1, ,-1,Georgia,Georgian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0000012211,2016,2014,1.00171771402966,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
shifu15hifu,The Final Master,The Final Master,Shi Fu,2016,June,3,6/3/2016,Friday,23, , ,954,7.2,72,176,UEP, , ,-1,China,Chinese,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, , , ,0000012210,2016,2015,1.00171771402966,Metacritic, ,"101-1,000 votes",Not a dump month
teenage16dows,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,June,3,6/3/2016,Friday,23,82051601,82192542.1861936,58538,6,40,521,Par.,4071,PG-13,135000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,35316382,35377045.4448381,4071,0000122100,2016,2016,1.00171771402966,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
timetoc15oose,Time to Choose,Time to Choose,Time to Choose,2016,June,3,6/3/2016,Friday,23,29233,29283.213934229,108,7.2,75,115,Abr.,9, ,3500000,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12254.0127957248,6,1000001112,2016,2015,1.00171771402966,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
witness15essi,The Witness,The Witness,The Witness,2016,June,3,6/3/2016,Friday,23,159305,159578.640433495,2017,7.1,79,72,FR,15, ,-1,USA,English,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14523,14547.9463608527,1,0000013200,2016,2015,1.00171771402966,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
desdeal15alla,From Afar,From Afar,Desde allá,2016,June,8,6/8/2016,Wednesday,23,30169,30220.8217145607,2259,6.7,73,145,Strand,3, ,-1,Venezuela,Spanish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5136,5144.82217925632,1,0000022100,2016,2015,1.00171771402966,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
careful15hfor,Careful What You Wish For,Careful What You Wish For,Careful What You Wish For,2016,June,10,6/10/2016,Friday,24, , ,4896,5.6,32,569,SM, ,R,8000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , , ,0000121000,2016,2015,1.00171771402966,Metacritic, ,"1,001-10,000 votes",Not a dump month
conjuri16ing2,The Conjuring 2,The Conjuring 2,The Conjuring 2,2016,June,10,6/10/2016,Friday,24,102470008,102646022.170361,135415,7.4,65,279,WB (NL),3356,R,40000000,Canada,English,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,40406314,40475720.4924446,3343,0000012211,2016,2016,1.00171771402966,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
depalma15alma,De Palma,De Palma,De Palma,2016,June,10,6/10/2016,Friday,24,165237,165520.829913119,2628,7.5,83,34,A24,19,R,-1,USA,English,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30355,30407.1412093703,3,0000013300,2016,2015,1.00171771402966,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
dervamp14ouch,Therapy for a Vampire,Therapy for a Vampire,Der Vampir auf der Couch,2016,June,10,6/10/2016,Friday,24,30115,30166.7289580031,436,6.4,50,454,MBox,9, ,6666296,Austria,German,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3361,3366.77323685368,2,0000122200,2016,2014,1.00171771402966,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
genius16nius,Genius,Genius,Genius,2016,June,10,6/10/2016,Friday,24,1361045,1363382.8860915,10439,6.5,56,387,RAtt.,152,PG-13,-1,UK,English,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98274,98442.8066285506,16,0000023100,2016,2016,1.00171771402966,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
journal15mbre,Diary of a Chambermaid,Diary of a Chambermaid,Journal d'une femme de chambre,2016,June,10,6/10/2016,Friday,24,54235,54328.1602203985,1548,5.5,56,385,Cohen,9, ,-1,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10053,10070.2681791401,2,0001221000,2016,2015,1.00171771402966,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
lastcab15rwin,Last Cab to Darwin,Last Cab to Darwin,Last Cab to Darwin,2016,June,10,6/10/2016,Friday,24,34193,34251.7337958161,2376,7.2,70,208,FRun,4, ,3039443,Australia,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,620,621.064982698388,1,0000012210,2016,2015,1.00171771402966,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
musicof15gers,The Music of Strangers,The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,The Music of Strangers,2016,June,10,6/10/2016,Friday,24,1176781,1178802.37323353,330,7.8,70,202,Orch.,82,PG-13,-1,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24614,24656.279813126,3,00.0001221,2016,2015,1.00171771402966,Metacritic,"$100,000 to $10 million","101-1,000 votes",Not a dump month
nowyous16eme2,Now You See Me 2,Now You See Me 2,Now You See Me 2,2016,June,10,6/10/2016,Friday,24,65075540,65187321.1680455,154138,6.5,46,481,LG/S,3232,PG-13,90000000,France,English,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,22383146,22421593.8439121,3232,0000122100,2016,2016,1.00171771402966,Metacritic,$10-100 million,"More than 100,000 votes",Not a dump month
puertor15aris,Puerto Ricans in Paris,Puerto Ricans in Paris,Puerto Ricans in Paris,2016,June,10,6/10/2016,Friday,24,102890,103066.735596511,1001,5.2,47,475,FCW,41,R,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26674,26719.8183040271,41,0001221000,2016,2015,1.00171771402966,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
tikkun15kkun,Tikkun,Tikkun,Tikkun,2016,June,10,6/10/2016,Friday,24,13671,13694.4828684994,262,6.5,71,200,KL,2, ,-1,Israel,Hebrew,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3595,3601.17518193662,2,0000012100,2016,2015,1.00171771402966,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
warcraf16raft,Warcraft,Warcraft,Warcraft,2016,June,10,6/10/2016,Friday,24,47365290,47446650.0231518,185568,7,32,568,Uni.,3406,PG,160000000,China,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24166110,24207620.4661893,3400,0000012111,2016,2016,1.00171771402966,Metacritic,$10-100 million,"More than 100,000 votes",Not a dump month
central16ence,Central Intelligence,Central Intelligence,Central Intelligence,2016,June,17,6/17/2016,Friday,25,127440871,127659777.972068,95307,6.3,52,432,WB (NL),3508,PG-13,50000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,35535250,35596289.3974724,3508,0000122100,2016,2016,1.00171771402966,Metacritic,More than $100 million,"10,001-100,000 votes",Not a dump month
cosmos15smos,Cosmos,Cosmos,Cosmos,2016,June,17,6/17/2016,Friday,25,25269,25312.4049158154,924,5.9,72,175,KL,2, ,-1,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3807,3813.53933731091,1,0000111101,2016,2015,1.00171771402966,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
finding16dory,Finding Dory,Finding Dory,Finding Dory,2016,June,17,6/17/2016,Friday,25,486295561,487130877.70769,154191,7.4,77,86,BV,4305,PG,200000000,USA,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,135060273,135292267.925781,4305,0000012211,2016,2016,1.00171771402966,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
