key,originalorder,title,studio,totalgross,totaltheaters,openinggross,openingtheaters,opening_year,opening_month,opening_day,boxofficemojo_url
abandon02ndon,354,Abandon,Par.,"$10,727,683","2,347","$5,064,077","2,341",2002,10,18,http://www.boxofficemojo.com/movies/?id=abandon.htm
abandon06oned,7504,The Abandoned,ADF,"$1,331,137","1,000","$782,000","1,000",2007,2,23,http://www.boxofficemojo.com/movies/?id=theabandoned.htm
abcafri01rica,355,ABC Africa,NYer,"$9,075",1,$559,1,2002,5,3,http://www.boxofficemojo.com/movies/?id=abcafrica.htm
abcd[an13nce],357,ABCD (Any Body Can Dance),UTV,"$222,098",25,"$95,236",25,2013,2,8,http://www.boxofficemojo.com/movies/?id=abcd(anybodycandance).htm
abcd99abcd,356,ABCD,Eros,"$83,372",38,"$83,372",38,2001,11,30,http://www.boxofficemojo.com/movies/?id=abcd.htm
abcsofd12eath,7505,The ABC's of Death,Magn.,"$21,832",19,"$10,110",19,2013,3,8,http://www.boxofficemojo.com/movies/?id=theabcsofdeath.htm
abcsofd14ath2,359,ABCs of Death 2,Magn.,"$7,171",17,"$4,022",17,2014,10,31,http://www.boxofficemojo.com/movies/?id=abcsofdeath2.htm
abducti06tory,361,Abduction: The Megumi Yokota Story,Sage.,"$26,859",1,"$5,034",1,2006,11,24,http://www.boxofficemojo.com/movies/?id=abductionthemegumiyokotastory.htm
abducti11ioni,360,Abduction,LGF,"$28,087,155","3,118","$10,925,253","3,118",2011,9,23,http://www.boxofficemojo.com/movies/?id=abduction.htm
aberdee00deen,362,Aberdeen,FRun,"$65,090",2,"$5,065",1,2001,8,17,http://www.boxofficemojo.com/movies/?id=aberdeen.htm
abomina06able,363,Abominable,Free,"$1,810",1,"$1,810",1,2006,4,14,http://www.boxofficemojo.com/movies/?id=abominable.htm
abouna02ouna,364,Abouna,Leis.,"$3,290",1,"$2,350",1,2004,2,20,http://www.boxofficemojo.com/movies/?id=abouna.htm
aboutab02aboy,365,About a Boy,Uni.,"$41,385,278","1,756","$8,557,630","1,207",2002,5,17,http://www.boxofficemojo.com/movies/?id=aboutaboy.htm
aboutad00adam,366,About Adam,Mira.,"$159,668",11,"$33,300",5,2001,5,11,http://www.boxofficemojo.com/movies/?id=aboutadam.htm
aboutal14alex,367,About Alex,Scre.,,,,,2014,8,8,http://www.boxofficemojo.com/movies/?id=aboutalex.htm
aboutch12erry,368,About Cherry,IFC,"$3,003",3,"$2,760",3,2012,9,21,http://www.boxofficemojo.com/movies/?id=aboutcherry.htm
aboutfi11ifty,370,About Fifty,Scre.,,,,,2011,11,11,http://www.boxofficemojo.com/movies/?id=aboutfifty.htm
aboutla14ight,371,About Last Night (2014),SGem,"$48,637,684","2,253","$25,649,011","2,253",2014,2,14,http://www.boxofficemojo.com/movies/?id=aboutlastnight(2014).htm
aboutsc02midt,372,About Schmidt,NL,"$65,016,287","1,240","$282,367",6,2002,12,13,http://www.boxofficemojo.com/movies/?id=aboutschmidt.htm
aboutti13imei,373,About Time,Uni.,"$15,322,921","1,280","$1,076,250",175,2013,11,1,http://www.boxofficemojo.com/movies/?id=abouttime.htm
abovean14yond,375,Above and Beyond,ICir,"$288,751",13,"$6,448",1,2015,1,30,http://www.boxofficemojo.com/movies/?id=aboveandbeyond.htm
abovean15lowi,374,Above and Below,Osci.,,,,,2016,4,15,http://www.boxofficemojo.com/movies/?id=aboveandbelow.htm
abraham12nter,376,Abraham Lincoln: Vampire Hunter,Fox,"$37,519,139","3,109","$16,306,974","3,108",2012,6,22,http://www.boxofficemojo.com/movies/?id=abrahamlincolnvampirehunter.htm
abrilde01cado,1013,Behind the Sun,Mira.,"$19,861",2,"$4,671",1,2001,12,12,http://www.boxofficemojo.com/movies/?id=behindthesun.htm
absence13ncei,377,Absence,Cdgm.,"$1,031",,,,2013,7,5,http://www.boxofficemojo.com/movies/?id=absence.htm
absolut06lson,378,Absolute Wilson,NYer,"$66,217",3,"$6,879",2,2006,10,27,http://www.boxofficemojo.com/movies/?id=absolutewilson.htm
absolut16ovie,379,Absolutely Fabulous: The Movie,FoxS,"$4,772,155",355,"$1,861,118",313,2016,7,22,http://www.boxofficemojo.com/movies/?id=absolutelyfabulousthemovie.htm
absurdi08stan,380,Absurdistan,FRun,"$39,683",3,"$1,441",1,2009,2,6,http://www.boxofficemojo.com/movies/?id=absurdistan.htm
abusdef13esse,381,Abuse of Weakness,Strand,"$31,611",5,"$9,140",1,2014,8,15,http://www.boxofficemojo.com/movies/?id=abuseofweakness.htm
acaused04rc,10087,You'll Get Over It,Pict.,"$50,256",2,"$5,384",1,2004,6,18,http://www.boxofficemojo.com/movies/?id=youllgetoverit.htm
accepte06pted,382,Accepted,Uni.,"$36,323,505","2,917","$10,023,835","2,914",2006,8,18,http://www.boxofficemojo.com/movies/?id=accepted.htm
acciden08band,7506,The Accidental Husband,YFG,,,,,,,,http://www.boxofficemojo.com/movies/?id=theaccidentalhusband.htm
acciden67dent,383,Accident,Rialto,"$17,161",1,"$5,798",1,2014,5,23,http://www.boxofficemojo.com/movies/?id=accident.htm
account16tant,7507,The Accountant,WB,"$86,260,045","3,402","$24,710,273","3,332",2016,10,14,http://www.boxofficemojo.com/movies/?id=theaccountant.htm
acrosst07erse,384,Across the Universe,SonR,"$24,343,673",964,"$667,784",23,2007,9,14,http://www.boxofficemojo.com/movies/?id=acrosstheuniverse.htm
actionj14soni,388,Action Jackson (2014),Eros,"$256,872",125,"$171,795",125,2014,12,5,http://www.boxofficemojo.com/movies/?id=actionjackson(2014).htm
actofgo09godi,385,Act of God,Zeit.,"$9,955",1,$522,1,2009,7,31,http://www.boxofficemojo.com/movies/?id=actofgod.htm
actofki12ling,386,Act of Killing,Drft.,"$486,919",29,"$27,450",1,2013,7,19,http://www.boxofficemojo.com/movies/?id=actofkilling.htm
actofva12alor,387,Act of Valor,Rela.,"$70,012,847","3,053","$24,476,632","3,039",2012,2,24,http://www.boxofficemojo.com/movies/?id=actofvalor.htm
actress14ress,389,Actress (2014),CGld,"$19,365",4,"$4,880",1,2014,11,7,http://www.boxofficemojo.com/movies/?id=actress(2014).htm
actsofw01ship,390,Acts of Worship,Mnf.,"$9,377",1,"$6,626",1,2003,11,21,http://www.boxofficemojo.com/movies/?id=actsofworship.htm
adam&st05teve,392,Adam & Steve,TLA,"$309,404",17,"$66,429",17,2006,3,31,http://www.boxofficemojo.com/movies/?id=adam&steve.htm
adami09dami,391,Adam,FoxS,"$2,277,396",177,"$68,377",4,2009,7,29,http://www.boxofficemojo.com/movies/?id=adam.htm
adamsae05bler,393,Adam's Apples,Outs,"$1,305",1,"$1,305",1,2007,3,16,http://www.boxofficemojo.com/movies/?id=adamsapples.htm
adaptat02ion.,394,Adaptation.,Sony,"$22,498,520",672,"$384,478",7,2002,12,6,http://www.boxofficemojo.com/movies/?id=adaptation..htm
adderal15ries,395,Adderall Diaries,A24,"$13,191",31,"$5,517",30,2016,4,15,http://www.boxofficemojo.com/movies/?id=adderalldiaries.htm
addicte14tedi,396,Addicted,LGF,"$17,390,770","1,037","$7,485,346",846,2014,10,10,http://www.boxofficemojo.com/movies/?id=addicted.htm
addicti11ated,398,Addiction Incorporated,Vari.,"$40,106",5,"$1,629",1,2011,12,14,http://www.boxofficemojo.com/movies/?id=addictionincorporated.htm
adieuau14gage,3227,Goodbye to Language,KL,"$390,099",7,,,2014,10,24,http://www.boxofficemojo.com/movies/?id=goodbyetolanguage.htm
adjustm11reau,7508,The Adjustment Bureau,Uni.,"$62,495,645","2,847","$21,157,730","2,840",2011,3,4,http://www.boxofficemojo.com/movies/?id=theadjustmentbureau.htm
admissi13sion,399,Admission,Focus,"$18,007,317","2,161","$6,154,984","2,160",2013,3,22,http://www.boxofficemojo.com/movies/?id=admission.htm
adorati08tion,400,Adoration,SPC,"$294,244",20,"$39,358",10,2009,5,8,http://www.boxofficemojo.com/movies/?id=adoration.htm
adorati13tion,401,Adore,EXCL,"$318,982",57,"$119,806",57,2013,9,6,http://www.boxofficemojo.com/movies/?id=adore.htm
adrenal02max),403,Adrenaline Rush: The Science of Risk (IMAX),GSF,"$10,994,028",17,,,2002,10,18,http://www.boxofficemojo.com/movies/?id=adrenalinerushthescienceofrisk(imax).htm
adrifti07ttan,404,Adrift in Manhattan,Scre.,"$2,099",1,"$2,099",1,2007,9,21,http://www.boxofficemojo.com/movies/?id=adriftinmanhattan.htm
adultbe14ners,405,Adult Beginners,RTWC,"$108,808",54,"$36,657",10,2015,4,24,http://www.boxofficemojo.com/movies/?id=adultbeginners.htm
adultwo13orld,406,Adult World,IFC,"$25,368",11,"$3,783",2,2014,2,14,http://www.boxofficemojo.com/movies/?id=adultworld.htm
advance14tyle,407,Advanced Style,B360,"$87,879",12,"$6,500",1,2014,9,26,http://www.boxofficemojo.com/movies/?id=advancedstyle.htm
adventu00nkle,7513,The Adventures of Rocky & Bullwinkle,Uni.,"$26,005,820","2,482","$6,814,270","2,460",2000,6,30,http://www.boxofficemojo.com/movies/?id=theadventuresofrocky&bullwinkle.htm
adventu02nash,7512,The Adventures of Pluto Nash,WB,"$4,420,080","2,320","$2,182,900","2,320",2002,8,16,http://www.boxofficemojo.com/movies/?id=theadventuresofplutonash.htm
adventu05l3-d,7514,The Adventures of Sharkboy and Lavagirl in 3D,Dim.,"$39,177,684","2,655","$12,582,088","2,655",2005,6,10,http://www.boxofficemojo.com/movies/?id=theadventuresofsharkboyandlavagirlin3d.htm
adventu08ower,409,Adventures of Power,Vari.,"$17,419",3,"$4,254",2,2009,10,9,http://www.boxofficemojo.com/movies/?id=adventuresofpower.htm
adventu09land,408,Adventureland,Mira.,"$16,044,025","1,876","$5,722,039","1,862",2009,4,3,http://www.boxofficemojo.com/movies/?id=adventureland.htm
adventu11ntin,7515,The Adventures of Tintin,Par.,"$77,591,831","3,087","$9,720,993","3,087",2011,12,21,http://www.boxofficemojo.com/movies/?id=theadventuresoftintin.htm
adventu13sbox,7510,The Adventurer: The Curse of the Midas Box,TFA,"$6,399",82,"$4,756",82,2014,1,10,http://www.boxofficemojo.com/movies/?id=theadventurerthecurseofthemidasbox.htm
aedilha16hkil,410,Ae Dil Hai Mushkil,FIP,"$4,264,983",302,"$2,190,042",302,2016,10,28,http://www.boxofficemojo.com/movies/?id=aedilhaimushkil.htm
aefondk04s...,211,A Fond Kiss,Castle,"$30,148",2,"$11,250",2,2004,11,26,http://www.boxofficemojo.com/movies/?id=afondkiss.htm
aeonflu05flux,411,Aeon Flux,Par.,"$25,874,337","2,608","$12,661,112","2,608",2005,12,2,http://www.boxofficemojo.com/movies/?id=aeonflux.htm
aferim!15rim!,412,Aferim!,BWP,"$108,110",8,"$15,892",5,2016,1,22,http://www.boxofficemojo.com/movies/?id=aferim!.htm
affairo01lace,7517,The Affair of the Necklace,WB,"$471,210",40,"$125,523",18,2001,11,30,http://www.boxofficemojo.com/movies/?id=theaffairofthenecklace.htm
afflict11cted,7518,The Afflicted,Noct.,"$212,940",13,"$90,272",13,2011,10,21,http://www.boxofficemojo.com/movies/?id=theafflicted.htm
afflict13cted,413,Afflicted (2014),CBS,"$121,179",44,"$69,447",44,2014,4,4,http://www.boxofficemojo.com/movies/?id=afflicted(2014).htm
afghans09star,414,Afghan Star,Zeit.,"$102,115",5,"$3,671",1,2009,6,26,http://www.boxofficemojo.com/movies/?id=afghanstar.htm
african11cats,415,African Cats,BV,"$15,428,747","1,224","$6,003,200","1,220",2011,4,22,http://www.boxofficemojo.com/movies/?id=africancats.htm
after.l09life,431,After.Life,Anch.,"$108,595",41,"$59,946",41,2010,4,9,http://www.boxofficemojo.com/movies/?id=after.life.htm
after11fter,416,After,,"$24,544",1,"$6,333",1,2011,9,9,http://www.boxofficemojo.com/movies/?id=after.htm
afterda06efor,417,After Dark's Horror Fest: 8 Films to Die For,Free,"$2,575,000",488,"$2,310,680",488,2006,11,17,http://www.boxofficemojo.com/movies/?id=afterdarkshorrorfest8filmstodiefor.htm
afterda07est2,418,After Dark's Horrorfest 2,ADF,"$874,635",323,"$502,148",323,2007,11,9,http://www.boxofficemojo.com/movies/?id=afterdarkshorrorfest2.htm
afterea13arth,419,After Earth,Sony,"$60,522,097","3,401","$27,520,040","3,401",2013,5,31,http://www.boxofficemojo.com/movies/?id=afterearth.htm
afterfr02edom,420,After Freedom,Vita.,"$35,639",2,"$11,456",2,2004,5,14,http://www.boxofficemojo.com/movies/?id=afterfreedom.htm
afterin05ence,421,After Innocence,NYer,"$114,264",4,"$10,194",1,2005,10,21,http://www.boxofficemojo.com/movies/?id=afterinnocence.htm
afterli09ight,7519,The Afterlight,CP,"$3,059",1,"$1,466",1,2010,9,10,http://www.boxofficemojo.com/movies/?id=theafterlight.htm
afterma15hvii,432,Aftermath (2014),Free,"$3,451",1,"$1,124",1,2014,11,28,http://www.boxofficemojo.com/movies/?id=aftermath(2014).htm
afterno13ercq,434,Afternoon of a Faun,KL,"$172,450",11,"$15,292",2,2014,2,5,http://www.boxofficemojo.com/movies/?id=afternoonofafaun.htm
afterno13ight,433,Afternoon Delight,TFA,"$174,496",39,"$27,352",2,2013,8,30,http://www.boxofficemojo.com/movies/?id=afternoondelight.htm
aftersc03cial,924,Barely Legal,Sony,"$26,511",20,"$15,766",20,2005,10,21,http://www.boxofficemojo.com/movies/?id=barelylegal.htm
aftersc081wd,435,Afterschool,IFC,"$3,911",1,"$2,606",1,2009,10,2,http://www.boxofficemojo.com/movies/?id=afterschool.htm
aftersh12hock,436,Aftershock,RTWC,"$58,510",110,"$40,179",110,2013,5,10,http://www.boxofficemojo.com/movies/?id=aftershock.htm
afterth04nset,426,After the Sunset,NL,"$28,331,233","2,819","$11,100,392","2,819",2004,11,12,http://www.boxofficemojo.com/movies/?id=afterthesunset.htm
afterth09ited,424,After the Cup: Sons of Sakhnin United,Vari.,"$11,538",3,"$2,501",1,2010,5,21,http://www.boxofficemojo.com/movies/?id=afterthecupsonsofsakhninunited.htm
afterth11zard,428,After the Wizard,BGP,"$3,184",2,"$2,527",2,2012,8,10,http://www.boxofficemojo.com/movies/?id=afterthewizard.htm
afterth15ball,423,After The Ball,Free,"$161,820",43,"$31,718",41,2015,2,27,http://www.boxofficemojo.com/movies/?id=aftertheball.htm
afterti13ller,429,After Tiller,Osci.,"$72,125",6,"$15,500",2,2013,9,20,http://www.boxofficemojo.com/movies/?id=aftertiller.htm
afterwo15ords,430,After Words,L33,,10,,10,2015,8,21,http://www.boxofficemojo.com/movies/?id=afterwords.htm
against04opes,438,Against the Ropes,Par.,"$5,884,190","1,601","$3,038,546","1,601",2004,2,20,http://www.boxofficemojo.com/movies/?id=againsttheropes.htm
against14esun,439,Against the Sun,TAFC,"$4,646",11,"$3,023",11,2015,1,23,http://www.boxofficemojo.com/movies/?id=againstthesun.htm
agentco03anks,441,Agent Cody Banks,MGM,"$47,938,330","3,369","$14,064,317","3,369",2003,3,14,http://www.boxofficemojo.com/movies/?id=agentcodybanks.htm
agentco04ndon,442,Agent Cody Banks 2: Destination London,MGM,"$23,630,159","2,973","$8,014,005","2,973",2004,3,12,http://www.boxofficemojo.com/movies/?id=agentcodybanks2destinationlondon.htm
agentvi12inod,443,Agent Vinod,Eros,"$698,210",122,"$427,043",122,2012,3,23,http://www.boxofficemojo.com/movies/?id=agentvinod.htm
ageofad15line,7520,The Age of Adaline,LGF,"$42,629,776","3,070","$13,203,458","2,991",2015,4,24,http://www.boxofficemojo.com/movies/?id=theageofadaline.htm
ageofsh16dows,7521,The Age of Shadows,CJ,"$541,719",33,"$165,685",33,2016,9,23,http://www.boxofficemojo.com/movies/?id=theageofshadows.htm
aggress05ives,7522,The Aggressives,7Art,"$6,533",1,"$3,769",1,2005,10,7,http://www.boxofficemojo.com/movies/?id=theaggressives.htm
agneepa12path,444,Agneepath,Eros,"$1,986,748",132,"$1,140,464",132,2012,1,26,http://www.boxofficemojo.com/movies/?id=agneepath.htm
agnesun04uder,445,Agnes and His Brothers,FRun,"$2,731",1,"$1,544",1,2006,6,9,http://www.boxofficemojo.com/movies/?id=agnesandhisbrothers.htm
agnivar02rsha,446,Agnivarsha - The Fire and the Rain,Cineb.,"$51,549",8,"$18,887",8,2002,8,30,http://www.boxofficemojo.com/movies/?id=agnivarsha-thefireandtherain.htm
agora09gora,447,Agora,NM,"$619,423",17,"$33,262",2,2010,5,28,http://www.boxofficemojo.com/movies/?id=agora.htm
agronom03mist,7523,The Agronomist,Think,"$226,189",21,"$30,855",7,2004,4,23,http://www.boxofficemojo.com/movies/?id=theagronomist.htm
aheadof09uber,448,Ahead of Time,Vita.,"$33,024",3,"$12,790",1,2010,9,10,http://www.boxofficemojo.com/movies/?id=aheadoftime.htm
ahfeizi90zyun,2061,Days of Being Wild,Kino,"$146,310",4,"$18,090",1,2004,11,19,http://www.boxofficemojo.com/movies/?id=daysofbeingwild.htm
ah-ga-s16-ssi,8125,The Handmaiden,Magn.,"$2,006,788",125,"$92,129",5,2016,10,21,http://www.boxofficemojo.com/movies/?id=thehandmaiden.htm
ahivael12ablo,3503,Here Comes the Devil,Magn.,"$4,534",2,$783,2,2013,12,13,http://www.boxofficemojo.com/movies/?id=herecomesthedevil.htm
aidaatl07cala,451,Aida at La Scala,Emr.,"$222,927",52,"$97,874",52,2007,12,9,http://www.boxofficemojo.com/movies/?id=aidaatlascala.htm
aii12aii,4757,Love (2012),CL,"$309,200",15,"$83,178",7,2012,2,17,http://www.boxofficemojo.com/movies/?id=love(2012).htm
aileen:03ller,452,Aileen: The Life and Death of a Serial Killer,Lant,"$97,362",6,"$16,158",3,2004,1,9,http://www.boxofficemojo.com/movies/?id=aileenthelifeanddeathofaserialkiller.htm
aimee&j99guar,453,Aimee & Jaguar,Zeit.,"$927,107",16,"$42,919",7,2000,8,11,http://www.boxofficemojo.com/movies/?id=aimee&jaguar.htm
"aimer,b14nter",4609,Life of Riley,KL,"$11,616",1,,,2014,10,24,http://www.boxofficemojo.com/movies/?id=lifeofriley.htm
ain'tin10helm,454,Ain't In It For My Health: A Film About Levon Helm,KL,"$113,966",10,"$7,937",1,2013,4,19,http://www.boxofficemojo.com/movies/?id=aintinitformyhealthafilmaboutlevonhelm.htm
ain'tth13ints,455,Ain't Them Bodies Saints,IFC,"$396,519",44,"$26,419",3,2013,8,16,http://www.boxofficemojo.com/movies/?id=aintthembodiessaints.htm
airguit06tion,456,Air Guitar Nation,Shad.,"$71,471",10,"$7,035",1,2007,3,23,http://www.boxofficemojo.com/movies/?id=airguitarnation.htm
airibre08athe,7524,The Air I Breathe,Think,"$25,775",7,"$19,487",7,2008,1,25,http://www.boxofficemojo.com/movies/?id=theairibreathe.htm
airrace12rs3d,457,Air Racers 3D,3D,"$1,309,987",10,,,2012,4,6,http://www.boxofficemojo.com/movies/?id=airracers3d.htm
aitraaz04raaz,458,Aitraaz,Zee,"$91,998",24,,,2004,11,12,http://www.boxofficemojo.com/movies/?id=aitraaz.htm
aiweiwe12orry,449,Ai Weiwei: Never Sorry,IFC,"$534,100",37,"$41,104",5,2012,7,27,http://www.boxofficemojo.com/movies/?id=aiweiweineversorry.htm
aiweiwe13case,450,Ai Weiwei: The Fake Case,ICir,"$45,255",8,"$5,066",1,2014,5,16,http://www.boxofficemojo.com/movies/?id=aiweiweithefakecase.htm
ajami09jami,459,Ajami,Kino,"$622,403",23,"$35,792",3,2010,2,3,http://www.boxofficemojo.com/movies/?id=ajami.htm
ajeossi10ossi,8456,The Man From Nowhere,CJ,"$528,175",19,"$35,751",1,2010,10,1,http://www.boxofficemojo.com/movies/?id=themanfromnowhere.htm
aka02aka,460,AKA,Emp.,"$49,988",3,"$7,553",3,2003,12,12,http://www.boxofficemojo.com/movies/?id=aka.htm
akaihas01mizu,9746,Warm Water Under a Red Bridge,Cow.,"$71,094",4,"$2,524",1,2002,5,3,http://www.boxofficemojo.com/movies/?id=warmwaterunderaredbridge.htm
akeelah06ebee,461,Akeelah and the Bee,LGF,"$18,848,430","2,195","$6,011,585","2,195",2006,4,28,http://www.boxofficemojo.com/movies/?id=akeelahandthebee.htm
akirai16irai,5413,Naam Hai Akira,FIP,"$219,401",71,"$136,644",71,2016,9,2,http://www.boxofficemojo.com/movies/?id=naamhaiakira.htm
ak-uiye15e-gi,7742,The Chronicles of Evil,CJ,"$105,057",13,,,2015,5,15,http://www.boxofficemojo.com/movies/?id=thechroniclesofevil.htm
alabama09moon,464,Alabama Moon,,"$47,305",7,"$6,568",7,2011,3,18,http://www.boxofficemojo.com/movies/?id=alabamamoon.htm
alafoli02tout,3435,"He Loves Me, He Loves Me Not",IDP,"$1,011,102",23,"$76,000",13,2003,2,14,http://www.boxofficemojo.com/movies/?id=helovesmehelovesmenot.htm
alamar09amar,465,Alamar,FM,"$61,613",3,"$7,668",1,2010,7,14,http://www.boxofficemojo.com/movies/?id=alamar.htm
alamo04lamo,7525,The Alamo (2004),BV,"$22,414,961","2,609","$9,124,701","2,609",2004,4,9,http://www.boxofficemojo.com/movies/?id=thealamo(2004).htm
alanpar13papa,466,Alan Partridge: The Movie,Magn.,"$153,426",22,"$12,664",3,2014,4,4,http://www.boxofficemojo.com/movies/?id=alanpartridgethemovie.htm
albatro11ross,467,Albatross,IFC,,1,,1,2012,1,13,http://www.boxofficemojo.com/movies/?id=albatross.htm
albertn11obbs,468,Albert Nobbs,RAtt.,"$3,014,696",245,"$696,088",245,2012,1,27,http://www.boxofficemojo.com/movies/?id=albertnobbs.htm
alceste13ette,1104,Bicycling with Moliere,Strand,"$59,874",6,"$3,896",1,2014,4,23,http://www.boxofficemojo.com/movies/?id=bicyclingwithmoliere.htm
aleksan07ndra,475,Alexandra,CGld,"$128,222",4,"$9,401",1,2008,3,26,http://www.boxofficemojo.com/movies/?id=alexandra.htm
alex&em03emma,469,Alex and Emma,WB,"$14,218,698","2,310","$6,111,074","2,310",2003,6,20,http://www.boxofficemojo.com/movies/?id=alexandemma.htm
alexand03ject,476,Alexandra's Project,All.,"$752,148",29,"$37,078",10,2003,12,19,http://www.boxofficemojo.com/movies/?id=alexandrasproject.htm
alexand04nder,473,Alexander,WB,"$34,297,191","2,445","$13,687,087","2,445",2004,11,24,http://www.boxofficemojo.com/movies/?id=alexander.htm
alexand14dday,474,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,"$66,954,149","3,117","$18,360,230","3,088",2014,10,10,http://www.boxofficemojo.com/movies/?id=alexanderandtheterriblehorriblenogoodverybadday.htm
alexcro12ross,470,Alex Cross,LG/S,"$25,888,412","2,541","$11,396,768","2,539",2012,10,19,http://www.boxofficemojo.com/movies/?id=alexcross.htm
alexofv14nice,471,Alex of Venice,Scre.,,,,,2015,4,17,http://www.boxofficemojo.com/movies/?id=alexofvenice.htm
alfie04lfie,477,Alfie,Par.,"$13,399,812","2,215","$6,218,335","2,215",2004,11,5,http://www.boxofficemojo.com/movies/?id=alfie.htm
alfrank06poke,463,Al Franken: God Spoke,Bal.,"$102,990",10,"$10,533",2,2006,9,13,http://www.boxofficemojo.com/movies/?id=alfrankengodspoke.htm
algeria14rian,7526,The Algerian,Hann.,,,,,2015,6,26,http://www.boxofficemojo.com/movies/?id=thealgerian.htm
algorit13thms,478,Algorithms,FRun,"$2,021",1,$317,1,2014,10,17,http://www.boxofficemojo.com/movies/?id=algorithms.htm
ali01ali,479,Ali,Sony,"$58,203,105","2,521","$14,710,892","2,446",2001,12,25,http://www.boxofficemojo.com/movies/?id=ali.htm
