key,originalorder,title,studio,totalgross,totaltheaters,openinggross,openingtheaters,opening_year,opening_month,opening_day,boxofficemojo_url
crooked12rows,1947,Crooked Arrows,BPE,"$1,832,541",327,"$257,364",55,2012,5,18,http://www.boxofficemojo.com/movies/?id=crookedarrows.htm
cropcir02ruth,1948,Crop Circles: Quest for Truth,Open,"$11,562",1,"$5,763",1,2002,8,23,http://www.boxofficemojo.com/movies/?id=cropcirclesquestfortruth.htm
cropsey09psey,1949,Cropsey,CP,"$52,476",4,"$6,306",1,2010,6,4,http://www.boxofficemojo.com/movies/?id=cropsey.htm
cross09ross,7804,The Cross: The Arthur Blessit Story,8X,"$741,557",221,"$309,455",221,2009,3,27,http://www.boxofficemojo.com/movies/?id=thecrossthearthurblessitstory.htm
crossin05nbul,1951,Crossing the Bridge: The Sound of Istanbul,Strand,"$70,685",3,"$9,161",1,2006,6,9,http://www.boxofficemojo.com/movies/?id=crossingthebridgethesoundofistanbul.htm
crossin06line,1952,Crossing the Line,Kino,"$9,258",2,"$2,605",1,2007,8,10,http://www.boxofficemojo.com/movies/?id=crossingtheline.htm
crossin09over,1950,Crossing Over,Wein.,"$455,654",42,"$77,370",9,2009,2,27,http://www.boxofficemojo.com/movies/?id=crossingover.htm
crossov06over,1953,Crossover,Sony,"$7,009,668","1,023","$3,767,567","1,023",2006,9,1,http://www.boxofficemojo.com/movies/?id=crossover.htm
crossro02adsi,1954,Crossroads,Par.,"$37,191,304","2,713","$14,527,187","2,380",2002,2,15,http://www.boxofficemojo.com/movies/?id=crossroads.htm
crouchi16tiny,1956,"Crouching Tiger, Hidden Dragon: Sword of Destiny",NET,,,,,2016,2,26,http://www.boxofficemojo.com/movies/?id=crouchingtigerhiddendragonswordofdestiny.htm
croupie98pier,1957,Croupier,TSG,"$6,201,143",141,"$63,472",19,2000,4,21,http://www.boxofficemojo.com/movies/?id=croupier.htm
crude09rude,1958,Crude,FRun,"$170,295",7,"$16,595",1,2009,9,9,http://www.boxofficemojo.com/movies/?id=crude.htm
cruelwo05orld,1959,Cruel World,Indic.,"$17,986",5,"$11,160",5,2006,10,27,http://www.boxofficemojo.com/movies/?id=cruelworld.htm
crushi01ushi,1960,Crush,SPC,"$1,084,935",117,"$46,469",10,2002,4,5,http://www.boxofficemojo.com/movies/?id=crush.htm
crustac05ages,1900,Cote D'Azur,Strand,"$141,039",11,"$33,521",11,2005,9,9,http://www.boxofficemojo.com/movies/?id=cotedazur.htm
crutch04utch,1961,Crutch,Illm.,"$14,189",1,"$6,245",1,2004,9,17,http://www.boxofficemojo.com/movies/?id=crutch.htm
cry_wol05wolf,1962,Cry Wolf,Rog.,"$10,047,674","1,789","$4,428,209","1,789",2005,9,16,http://www.boxofficemojo.com/movies/?id=crywolf.htm
cry07cry,7805,The Cry (La Llorona),Mont.,"$21,427",6,"$6,968",4,2008,4,25,http://www.boxofficemojo.com/movies/?id=thecry(lallorona).htm
cryingl03dies,1963,Crying Ladies,Unit.,"$132,920",10,"$65,664",10,2004,2,20,http://www.boxofficemojo.com/movies/?id=cryingladies.htm
crystal132012,1964,Crystal Fairy,IFC,"$202,370",20,"$25,052",2,2013,7,12,http://www.boxofficemojo.com/movies/?id=crystalfairy.htm
csny:de08javu,1966,CSNY: Deja Vu,RAtt.,"$65,025",24,"$33,997",24,2008,7,25,http://www.boxofficemojo.com/movies/?id=csnydejavu.htm
cthulu07ulhu,1967,Cthulhu,Reg.,"$15,513",3,"$1,438",1,2008,8,22,http://www.boxofficemojo.com/movies/?id=cthulhu.htm
cuande05dero,1972,Curandero,Dim.,,,,,,,,http://www.boxofficemojo.com/movies/?id=curandero.htm
cuba:is04usic,1969,Cuba: Island of Music,Cn4,"$9,791",1,"$5,071",1,2004,1,16,http://www.boxofficemojo.com/movies/?id=cubaislandofmusic.htm
cubafel00eliz,1968,Cuba Feliz,Emp.,"$22,071",1,"$6,369",1,2002,6,12,http://www.boxofficemojo.com/movies/?id=cubafeliz.htm
cubanfu14fury,1970,Cuban Fury,EOne,"$92,384",79,"$57,105",79,2014,4,11,http://www.boxofficemojo.com/movies/?id=cubanfury.htm
cubanle02gend,196,A Cuban Legend,Wan.,"$3,212",1,"$2,590",1,2002,10,11,http://www.boxofficemojo.com/movies/?id=acubanlegend.htm
cultoft06mber,7807,The Cult of the Suicide Bomber,DCo.,"$7,451",1,"$3,609",1,2006,6,2,http://www.boxofficemojo.com/movies/?id=thecultofthesuicidebomber.htm
cup11cup,7809,The Cup (2012),Myr.,,,,,2012,5,11,http://www.boxofficemojo.com/movies/?id=thecup(2012).htm
cupcake13kesi,1971,Cupcakes,Strand,"$9,129",3,"$2,570",1,2015,3,27,http://www.boxofficemojo.com/movies/?id=cupcakes.htm
curious06orge,1973,Curious George,Uni.,"$58,360,760","2,609","$14,703,405","2,566",2006,2,10,http://www.boxofficemojo.com/movies/?id=curiousgeorge.htm
curious08tton,7810,The Curious Case of Benjamin Button,Par.,"$127,509,326","2,988","$26,853,816","2,988",2008,12,25,http://www.boxofficemojo.com/movies/?id=thecuriouscaseofbenjaminbutton.htm
cursed05rsed,1975,Cursed,Dim.,"$19,297,522","2,805","$9,633,085","2,805",2005,2,25,http://www.boxofficemojo.com/movies/?id=cursed.htm
curseof01pion,7811,The Curse of the Jade Scorpion,DW,"$7,517,191",909,"$2,459,315",903,2001,8,24,http://www.boxofficemojo.com/movies/?id=thecurseofthejadescorpion.htm
curseof05bbit,9720,Wallace and Gromit: The Curse of the Were-Rabbit,DW,"$56,110,897","3,656","$16,025,987","3,645",2005,10,5,http://www.boxofficemojo.com/movies/?id=wallaceandgromitthecurseofthewere-rabbit.htm
cuti14cuti,7812,The Cut,Strand,"$28,066",5,"$5,327",5,2015,9,18,http://www.boxofficemojo.com/movies/?id=thecut.htm
cutiean13oxer,1978,Cutie and the Boxer,RTWC,"$200,036",16,"$21,098",3,2013,8,16,http://www.boxofficemojo.com/movies/?id=cutieandtheboxer.htm
cutslee06boys,1976,Cut Sleeve Boys,Reg.,"$13,875",4,"$1,982",1,2007,8,10,http://www.boxofficemojo.com/movies/?id=cutsleeveboys.htm
cutsnak14nake,1977,Cut Snake,Mont.,"$1,625",3,$55,1,2015,10,7,http://www.boxofficemojo.com/movies/?id=cutsnake.htm
cyberwo00max),1979,Cyberworld 3-D (IMAX),Imax,"$11,253,900",38,"$278,199",21,2000,10,6,http://www.boxofficemojo.com/movies/?id=cyberworld3-d(imax).htm
cyrusi10rusi,1980,Cyrus,FoxS,"$7,468,936",454,"$181,716",4,2010,6,18,http://www.boxofficemojo.com/movies/?id=cyrus.htm
d.e.b.s04b.s.,1982,D.E.B.S.,IDP,"$97,446",45,"$56,448",45,2005,3,25,http://www.boxofficemojo.com/movies/?id=d.e.b.s..htm
dabangg10angg,1983,Dabangg,Eros,"$1,288,549",68,"$628,137",62,2010,9,10,http://www.boxofficemojo.com/movies/?id=dabangg.htm
dabangg12ngg2,1984,Dabangg 2,Eros,"$2,519,190",166,"$1,019,213",166,2012,12,21,http://www.boxofficemojo.com/movies/?id=dabangg2.htm
dabba13abba,8442,The Lunchbox,SPC,"$4,235,151",165,"$44,542",3,2014,2,28,http://www.boxofficemojo.com/movies/?id=thelunchbox.htm
daddyco09cool,1985,Daddy Cool,AdL.,"$14,319",18,"$14,319",18,2009,8,28,http://www.boxofficemojo.com/movies/?id=daddycool.htm
daddyda03care,1987,Daddy Day Care,SonR,"$104,297,061","3,472","$27,623,580","3,370",2003,5,9,http://www.boxofficemojo.com/movies/?id=daddydaycare.htm
daddyda07camp,1986,Daddy Day Camp,SonR,"$13,235,267","2,332","$3,402,678","2,332",2007,8,8,http://www.boxofficemojo.com/movies/?id=daddydaycamp.htm
daddy's07irls,9472,Tyler Perry's Daddy's Little Girls,LGF,"$31,366,978","2,111","$11,210,754","2,111",2007,2,14,http://www.boxofficemojo.com/movies/?id=tylerperrysdaddyslittlegirls.htm
daddy's15home,1989,Daddy's Home,Par.,"$150,357,137","3,483","$38,740,203","3,271",2015,12,25,http://www.boxofficemojo.com/movies/?id=daddyshome.htm
dah02dah,7445,Ten,Zeit.,"$105,990",4,"$10,559",1,2003,3,5,http://www.boxofficemojo.com/movies/?id=ten.htm
dahmer02hmer,1990,Dahmer,Penin.,"$144,008",5,"$16,093",2,2002,6,21,http://www.boxofficemojo.com/movies/?id=dahmer.htm
daijukh12ikek,9687,Vulgaria,CL,"$59,059",16,"$31,097",16,2012,9,28,http://www.boxofficemojo.com/movies/?id=vulgaria.htm
dai-nih07njin,1119,Big Man Japan,Magn.,"$40,796",5,"$7,133",2,2009,5,15,http://www.boxofficemojo.com/movies/?id=bigmanjapan.htm
dallas303s362,1991,Dallas 362,Think,"$21,108",2,"$2,831",1,2005,4,1,http://www.boxofficemojo.com/movies/?id=dallas362.htm
dallasb13club,1992,Dallas Buyers Club,Focus,"$27,298,285","1,110","$260,865",9,2013,11,1,http://www.boxofficemojo.com/movies/?id=dallasbuyersclub.htm
dalpaen11yeol,6028,Planet of Snail,CGld,"$13,957",2,"$2,011",1,2012,7,25,http://www.boxofficemojo.com/movies/?id=planetofsnail.htm
daltryc05houn,1993,Daltry Calhoun,Mira.,"$12,551",13,"$7,758",13,2005,9,23,http://www.boxofficemojo.com/movies/?id=daltrycalhoun.htm
damnedu09ited,7815,The Damned United,SPC,"$449,865",45,"$32,065",6,2009,10,9,http://www.boxofficemojo.com/movies/?id=thedamnedunited.htm
damsels11ress,1994,Damsels in Distress,SPC,"$1,008,455",205,"$58,589",4,2012,4,6,http://www.boxofficemojo.com/movies/?id=damselsindistress.htm
dancefl09lick,1996,Dance Flick,Par.,"$25,662,155","2,459","$10,643,536","2,450",2009,5,22,http://www.boxofficemojo.com/movies/?id=danceflick.htm
danceri00dark,1998,Dancer in the Dark,FL,"$4,184,036",126,"$91,612",3,2000,9,22,http://www.boxofficemojo.com/movies/?id=dancerinthedark.htm
danceri16erii,1997,Dancer,IFC,"$62,578",10,"$7,140",1,2016,9,9,http://www.boxofficemojo.com/movies/?id=dancer.htm
danceru02airs,7817,The Dancer Upstairs,FoxS,"$2,377,348",152,"$106,142",13,2003,5,2,http://www.boxofficemojo.com/movies/?id=thedancerupstairs.htm
dancin'15son!,1999,Dancin' It's On,MDL,,,,,2015,10,16,http://www.boxofficemojo.com/movies/?id=dancinitson.htm
dancing00uana,2001,Dancing at the Blue Iguana,Key.,"$67,913",7,"$30,181",7,2001,10,19,http://www.boxofficemojo.com/movies/?id=dancingattheblueiguana.htm
dancing10ders,2000,Dancing Across Borders,FRun,"$66,166",5,"$5,204",1,2010,3,26,http://www.boxofficemojo.com/movies/?id=dancingacrossborders.htm
dancing13affa,2002,Dancing in Jaffa,IFC,"$151,098",23,"$10,564",2,2014,4,11,http://www.boxofficemojo.com/movies/?id=dancinginjaffa.htm
dancing14rabs,186,A Borrowed Identity,Strand,"$281,540",22,"$10,308",1,2015,6,26,http://www.boxofficemojo.com/movies/?id=aborrowedidentity.htm
dandeli04lion,2003,Dandelion,ICir,,,,,2005,10,7,http://www.boxofficemojo.com/movies/?id=dandelion.htm
dangal16ngal,2004,Dangal,UTV,"$12,391,761",338,"$3,248,481",331,2016,12,21,http://www.boxofficemojo.com/movies/?id=dangal.htm
dangero02boys,7818,The Dangerous Lives of Altar Boys,Think,"$1,815,864",125,"$55,000",9,2002,6,14,http://www.boxofficemojo.com/movies/?id=thedangerouslivesofaltarboys.htm
dangero11thod,197,A Dangerous Method,SPC,"$5,704,709",365,"$167,953",4,2011,11,23,http://www.boxofficemojo.com/movies/?id=adangerousmethod.htm
dangero12shhq,2005,Dangerous Ishhq,Relbig.,,25,,25,2012,5,11,http://www.boxofficemojo.com/movies/?id=dangerousishhq.htm
daniel&09&ana,2007,Daniel & Ana,Strand,"$2,372",1,"$1,400",1,2010,8,27,http://www.boxofficemojo.com/movies/?id=daniel&ana.htm
daninre07life,1995,Dan in Real Life,BV,"$47,642,963","1,941","$11,809,445","1,921",2007,10,26,http://www.boxofficemojo.com/movies/?id=daninreallife.htm
danishg15girl,7819,The Danish Girl,Focus,"$11,114,018",794,"$187,318",4,2015,11,27,http://www.boxofficemojo.com/movies/?id=thedanishgirl.htm
dannyco15lins,2008,Danny Collins,BST,"$5,637,066",739,"$72,459",5,2015,3,20,http://www.boxofficemojo.com/movies/?id=dannycollins.htm
dannyde03hair,2009,Danny Deckchair,Lions,"$160,276",29,"$10,304",4,2004,8,11,http://www.boxofficemojo.com/movies/?id=dannydeckchair.htm
dannysa15says,2010,Danny Says,Magn.,"$44,213",16,"$11,244",16,2016,9,30,http://www.boxofficemojo.com/movies/?id=dannysays.htm
danslam12ison,3872,In the House,Cohen,"$389,757",36,"$31,441",3,2013,4,19,http://www.boxofficemojo.com/movies/?id=inthehouse.htm
dansl'o04chat,2011,Dans l'oeil du chat,All.,"$155,714",27,"$79,133",27,2004,2,13,http://www.boxofficemojo.com/movies/?id=dansloeilduchat.htm
dansmap02apeu,3856,In My Skin,Wells,"$31,046",3,"$7,572",3,2003,11,7,http://www.boxofficemojo.com/movies/?id=inmyskin.htm
danspar06aris,2012,Dans Paris,IFC,"$63,667",5,"$12,231",2,2007,8,8,http://www.boxofficemojo.com/movies/?id=dansparis.htm
dansune04film,2013,Dans une galaxie pres de chez vous,TVA,"$2,259,688",74,,,2004,4,9,http://www.boxofficemojo.com/movies/?id=dansunegalaxiepresdechezvous.htm
daojian10xiao,7703,"The Butcher, the Chef and the Swordsman",CL,"$47,896",37,"$23,425",37,2011,3,18,http://www.boxofficemojo.com/movies/?id=thebutcherthechefandtheswordsman.htm
darabar09elly,369,About Elly,CGld,"$470,760",16,"$13,180",1,2015,4,8,http://www.boxofficemojo.com/movies/?id=aboutelly.htm
daratt06ratt,2014,Daratt,Artma,"$3,303",1,"$2,352",1,2007,4,6,http://www.boxofficemojo.com/movies/?id=daratt.htm
dare09dare,2015,Dare,Imag.,"$18,088",2,"$13,200",2,2009,11,13,http://www.boxofficemojo.com/movies/?id=dare.htm
daredev03evil,2017,Daredevil,Fox,"$102,543,518","3,474","$40,310,419","3,471",2003,2,14,http://www.boxofficemojo.com/movies/?id=daredevil.htm
daremos04anai,5561,Nobody Knows,IFC,"$684,118",23,"$32,393",2,2005,2,4,http://www.boxofficemojo.com/movies/?id=nobodyknows.htm
darenot06lone,2016,Dare Not Walk Alone,Indic.,"$52,166",3,"$9,259",3,2008,4,25,http://www.boxofficemojo.com/movies/?id=darenotwalkalone.htm
da-reun12-seo,3842,In Another Country,KL,"$25,079",6,"$3,207",1,2012,11,9,http://www.boxofficemojo.com/movies/?id=inanothercountry.htm
darfurn07rnow,2018,Darfur Now,WIP,"$109,107",24,"$23,217",3,2007,11,2,http://www.boxofficemojo.com/movies/?id=darfurnow.htm
darjeel07ited,7820,The Darjeeling Limited,FoxS,"$11,902,715",698,"$134,938",2,2007,9,29,http://www.boxofficemojo.com/movies/?id=thedarjeelinglimited.htm
darkawa14ning,2019,Dark Awakening,Hann.,,,,,2015,6,19,http://www.boxofficemojo.com/movies/?id=darkawakening.htm
darkblu02blue,2020,Dark Blue,UA,"$9,250,301","2,176","$3,880,688","2,176",2003,2,21,http://www.boxofficemojo.com/movies/?id=darkblue.htm
darkday00days,2022,Dark Days,Palm,"$309,648",6,"$20,035",6,2000,9,1,http://www.boxofficemojo.com/movies/?id=darkdays.htm
darkest11hour,7825,The Darkest Hour,Sum.,"$21,443,494","2,327","$2,993,519","2,324",2011,12,25,http://www.boxofficemojo.com/movies/?id=thedarkesthour.htm
darkfor15rest,2023,Dark Forest,ZKS,"$1,739",1,"$1,739",1,2015,8,21,http://www.boxofficemojo.com/movies/?id=darkforest.htm
darkhor11orse,2024,Dark Horse,BM&DH,"$166,228",10,"$13,551",1,2012,6,8,http://www.boxofficemojo.com/movies/?id=darkhorse.htm
darkhor14orse,7821,The Dark Horse,BG,"$67,533",10,"$8,152",2,2016,4,1,http://www.boxofficemojo.com/movies/?id=thedarkhorse.htm
darkhou05ours,7822,The Dark Hours,,$423,1,$338,1,2005,10,13,http://www.boxofficemojo.com/movies/?id=thedarkhours.htm
darkkni08ight,7823,The Dark Knight,WB,"$533,345,358","4,366","$158,411,483","4,366",2008,7,18,http://www.boxofficemojo.com/movies/?id=thedarkknight.htm
darkkni12ises,7824,The Dark Knight Rises,WB,"$448,139,099","4,404","$160,887,295","4,404",2012,7,20,http://www.boxofficemojo.com/movies/?id=thedarkknightrises.htm
darkmat07teri,2027,Dark Matter,FInd.,"$30,591",5,"$8,701",2,2008,4,11,http://www.boxofficemojo.com/movies/?id=darkmatter.htm
darknes02ness,2036,Darkness,Dim.,"$22,163,442","1,718","$6,163,306","1,700",2004,12,25,http://www.boxofficemojo.com/movies/?id=darkness.htm
darknes03alls,2037,Darkness Falls,SonR,"$32,551,396","2,865","$12,024,917","2,837",2003,1,24,http://www.boxofficemojo.com/movies/?id=darknessfalls.htm
darknes16essi,7826,The Darkness,BH Tilt,"$10,753,574","1,769","$4,950,859","1,755",2016,5,13,http://www.boxofficemojo.com/movies/?id=thedarkness.htm
darkpla15aces,2028,Dark Places,A24,"$208,588",151,,151,2015,8,7,http://www.boxofficemojo.com/movies/?id=darkplaces.htm
darksha12dows,2029,Dark Shadows,WB,"$79,727,149","3,755","$29,685,274","3,755",2012,5,11,http://www.boxofficemojo.com/movies/?id=darkshadows.htm
darkski13kies,2030,Dark Skies,W/Dim.,"$17,418,667","2,313","$8,189,166","2,313",2013,2,22,http://www.boxofficemojo.com/movies/?id=darkskies.htm
darksta14welt,2031,Dark Star: H.R. Giger's World,Icar.,"$61,044",10,"$8,349",5,2015,5,15,http://www.boxofficemojo.com/movies/?id=darkstarh.r.gigersworld.htm
darkstr08eets,2032,Dark Streets,Gold.,"$16,815",18,"$10,958",18,2008,12,12,http://www.boxofficemojo.com/movies/?id=darkstreets.htm
darktid12tide,2033,Dark Tide,WHE,,17,,17,2012,3,30,http://www.boxofficemojo.com/movies/?id=darktide.htm
darktru12ruth,198,A Dark Truth,Magn.,"$5,750",3,$630,1,2013,1,4,http://www.boxofficemojo.com/movies/?id=adarktruth.htm
darkwat05ater,2034,Dark Water,BV,"$25,473,352","2,657","$9,939,251","2,657",2005,7,8,http://www.boxofficemojo.com/movies/?id=darkwater.htm
darling12nion,2038,Darling Companion,SPC,"$793,815",64,"$39,962",4,2012,4,20,http://www.boxofficemojo.com/movies/?id=darlingcompanion.htm
darnama03ahai,2039,Darna Mana Hai,Eros,"$132,348",26,"$82,347",26,2003,7,25,http://www.boxofficemojo.com/movies/?id=darnamanahai.htm
darshan05inte,2040,Darshan,IFC,"$66,032",5,"$3,360",1,2006,7,26,http://www.boxofficemojo.com/movies/?id=darshan.htm
darwin'04mare,2041,Darwin's Nightmare,ICir,"$203,746",6,"$8,072",1,2005,8,3,http://www.boxofficemojo.com/movies/?id=darwinsnightmare.htm
darwina06ards,7827,The Darwin Awards,,,,,,,,,http://www.boxofficemojo.com/movies/?id=thedarwinawards.htm
dasexpe02ment,2042,Das Experiment,IDP,"$144,634",11,"$19,857",4,2002,9,20,http://www.boxofficemojo.com/movies/?id=dasexperiment.htm
dasfrau06lein,2933,Fraulein,FM,"$5,715",1,"$2,449",1,2008,9,19,http://www.boxofficemojo.com/movies/?id=fraulein.htm
dasgoeb05ment,8057,The Goebbels Experiment,FRun,"$47,211",2,"$6,769",1,2005,8,12,http://www.boxofficemojo.com/movies/?id=thegoebbelsexperiment.htm
dasgros14seum,3267,Great Museum,KL,"$17,048",1,,,2015,7,3,http://www.boxofficemojo.com/movies/?id=greatmuseum.htm
dashaus06onen,3645,House of the Sleeping Beauties,FRun,"$4,509",1,"$1,535",1,2008,11,14,http://www.boxofficemojo.com/movies/?id=houseofthesleepingbeauties.htm
daslebe06eren,8405,The Lives of Others,SPC,"$11,286,112",259,"$213,589",9,2007,2,9,http://www.boxofficemojo.com/movies/?id=thelivesofothers.htm
dasletz10igen,8853,The Silence,MBox,"$100,214",11,"$7,992",2,2013,3,8,http://www.boxofficemojo.com/movies/?id=thesilence.htm
dasmerk13chen,8913,The Strange Little Cat,KS,"$5,885",1,"$3,594",1,2014,8,1,http://www.boxofficemojo.com/movies/?id=thestrangelittlecat.htm
dast-ne13sand,4954,Manuscripts Don't Burn,KL,"$6,295",2,,,2014,7,25,http://www.boxofficemojo.com/movies/?id=manuscriptsdontburn.htm
dasweis09chte,9100,The White Ribbon,SPC,"$2,222,862",106,"$59,848",3,2009,12,30,http://www.boxofficemojo.com/movies/?id=thewhiteribbon.htm
daswild07eben,2462,Eight Miles High,MPI,"$2,616",1,"$1,496",1,2008,7,11,http://www.boxofficemojo.com/movies/?id=eightmileshigh.htm
daszimm14lynn,7730,The Chambermaid,FM,$315,1,,,2015,5,29,http://www.boxofficemojo.com/movies/?id=thechambermaid.htm
datemov06ovie,2043,Date Movie,Fox,"$48,548,426","2,898","$19,076,261","2,896",2006,2,17,http://www.boxofficemojo.com/movies/?id=datemovie.htm
datenig10ight,2044,Date Night,Fox,"$98,711,404","3,380","$25,207,599","3,374",2010,4,9,http://www.boxofficemojo.com/movies/?id=datenight.htm
davecha05arty,2045,Dave Chappelle's Block Party,Rog.,"$11,718,595","1,200","$6,214,723","1,200",2006,3,3,http://www.boxofficemojo.com/movies/?id=davechappellesblockparty.htm
david&l05ayla,2046,David & Layla,D&L,"$120,750",7,"$14,491",7,2007,7,20,http://www.boxofficemojo.com/movies/?id=david&layla.htm
davidan15iath,2048,David and Goliath,REI,"$316,100",34,"$154,901",31,2015,4,3,http://www.boxofficemojo.com/movies/?id=davidandgoliath.htm
davidi13vidi,2047,David (2013),Relbig.,,,,,2013,2,1,http://www.boxofficemojo.com/movies/?id=david(2013).htm
davinci06code,7814,The Da Vinci Code,Sony,"$217,536,138","3,757","$77,073,388","3,735",2006,5,19,http://www.boxofficemojo.com/movies/?id=thedavincicode.htm
dawan01awan,1126,Big Shot's Funeral,SPC,$820,2,$529,2,2003,1,17,http://www.boxofficemojo.com/movies/?id=bigshotsfuneral.htm
dawnoft04dead,2050,Dawn of the Dead,Uni.,"$59,020,957","2,748","$26,722,575","2,745",2004,3,19,http://www.boxofficemojo.com/movies/?id=dawnofthedead.htm
dawnoft14apes,2051,Dawn of the Planet of the Apes,Fox,"$208,545,589","3,969","$72,611,427","3,967",2014,7,11,http://www.boxofficemojo.com/movies/?id=dawnoftheplanetoftheapes.htm
dawnoft14moon,2049,Dawn of the Crescent Moon,Indic.,"$8,799",3,"$6,411",3,2015,7,24,http://www.boxofficemojo.com/movies/?id=dawnofthecrescentmoon.htm
dawushe11heng,5379,My Kingdom (2011),CL,"$36,533",20,"$16,816",20,2011,9,9,http://www.boxofficemojo.com/movies/?id=mykingdom(2011).htm
dayafte04rrow,7829,The Day After Tomorrow,Fox,"$186,740,799","3,444","$68,743,584","3,425",2004,5,28,http://www.boxofficemojo.com/movies/?id=thedayaftertomorrow.htm
daybrea09kers,2056,Daybreakers,LGF,"$30,101,577","2,523","$15,146,692","2,523",2010,1,8,http://www.boxofficemojo.com/movies/?id=daybreakers.htm
dayereh00ereh,7748,The Circle,Wins.,"$440,554",16,"$42,300",13,2001,3,9,http://www.boxofficemojo.com/movies/?id=thecircle.htm
dayi11dayi,7828,The Day,Anch.,"$20,984",12,"$10,121",12,2012,8,29,http://www.boxofficemojo.com/movies/?id=theday.htm
dayligh10ight,2057,Daylight (2011),CP,"$4,171",1,$959,1,2011,7,15,http://www.boxofficemojo.com/movies/?id=daylight(2011).htm
dayligh16send,2058,Daylight's End,INDEP,,,,,2016,8,26,http://www.boxofficemojo.com/movies/?id=daylightsend.htm
daynigh06ight,2052,Day Night / Day Night,IFC,"$31,856",6,"$5,457",1,2007,5,9,http://www.boxofficemojo.com/movies/?id=daynight/daynight.htm
daysand14ghts,2060,Days and Nights,IFC,"$13,243",1,"$6,003",1,2014,9,26,http://www.boxofficemojo.com/movies/?id=daysandnights.htm
daythee08till,7833,The Day the Earth Stood Still (2008),Fox,"$79,366,978","3,560","$30,480,153","3,560",2008,12,12,http://www.boxofficemojo.com/movies/?id=thedaytheearthstoodstill(2008).htm
daywith04ican,199,A Day Without a Mexican,Tele,"$4,179,890",107,"$628,807",56,2004,5,14,http://www.boxofficemojo.com/movies/?id=adaywithoutamexican.htm
dayzero07zero,2054,Day Zero,First,"$16,659",2,"$12,070",2,2008,1,18,http://www.boxofficemojo.com/movies/?id=dayzero.htm
d-day13-day,2065,D-Day,Yash,,52,,52,2013,7,19,http://www.boxofficemojo.com/movies/?id=d-day.htm
deadawa10wake,2070,Dead Awake,NFC,,55,,55,2010,12,3,http://www.boxofficemojo.com/movies/?id=deadawake.htm
deadbef12wn3d,2071,Dead Before Dawn 3D,GVE,,10,,10,2013,9,6,http://www.boxofficemojo.com/movies/?id=deadbeforedawn3d.htm
deadfal09rail,2081,Deadfall Trail,Noct.,,,,,2010,5,14,http://www.boxofficemojo.com/movies/?id=deadfalltrail.htm
deadfal12fall,2080,Deadfall (2012),Magn.,"$66,351",17,"$19,391",11,2012,12,7,http://www.boxofficemojo.com/movies/?id=deadfall(2012).htm
deadfis05fish,2072,Dead Fish,,,,,,,,,http://www.boxofficemojo.com/movies/?id=deadfish.htm
deadgir06girl,7835,The Dead Girl,First,"$19,875",2,"$6,613",2,2006,12,29,http://www.boxofficemojo.com/movies/?id=thedeadgirl.htm
deadlan14ands,7836,The Dead Lands,Magn.,"$5,240",3,"$1,327",3,2015,4,17,http://www.boxofficemojo.com/movies/?id=thedeadlands.htm
deadlin12inei,2082,Deadline (2012),TF,,9,,9,2012,2,17,http://www.boxofficemojo.com/movies/?id=deadline(2012).htm
deadlyr12ions,2083,Deadly Renovations,Noct.,"$146,146",13,"$42,588",13,2012,6,8,http://www.boxofficemojo.com/movies/?id=deadlyrenovations.htm
deadman04hoes,2075,Dead Man's Shoes,Magn.,"$6,408",2,"$1,825",1,2006,5,12,http://www.boxofficemojo.com/movies/?id=deadmansshoes.htm
deadman12rden,2074,Dead Man's Burden,Cdgm.,"$29,634",3,"$7,620",1,2013,5,3,http://www.boxofficemojo.com/movies/?id=deadmansburden.htm
deadman13down,2073,Dead Man Down,FD,"$10,895,295","2,188","$5,345,250","2,188",2013,3,8,http://www.boxofficemojo.com/movies/?id=deadmandown.htm
deadora02inal,2076,Dead or Alive: Final,Kino,"$2,591",1,"$1,841",1,2002,11,29,http://www.boxofficemojo.com/movies/?id=deadoralivefinal.htm
deadpoo16pool,2084,Deadpool,Fox,"$363,070,709","3,856","$132,434,639","3,558",2016,2,12,http://www.boxofficemojo.com/movies/?id=deadpool.htm
deadsil07ence,2077,Dead Silence,Uni.,"$16,809,076","1,806","$7,842,725","1,805",2007,3,16,http://www.boxofficemojo.com/movies/?id=deadsilence.htm
deadtim12time,2085,Deadtime,Noct.,"$156,072",18,"$30,240",18,2012,5,11,http://www.boxofficemojo.com/movies/?id=deadtime.htm
deal05deal,7837,The Deal,Front,,,,,2005,6,17,http://www.boxofficemojo.com/movies/?id=thedeal.htm
deali08eali,2086,Deal,MGM,"$61,626",51,"$35,281",50,2008,4,25,http://www.boxofficemojo.com/movies/?id=deal.htm
dealin'13iots,2087,Dealin' With Idiots,IFC,"$17,909",3,"$8,508",1,2013,7,12,http://www.boxofficemojo.com/movies/?id=dealinwithidiots.htm
dearfra04nkie,2088,Dear Frankie,Mira.,"$1,341,332",96,"$37,542",5,2005,3,4,http://www.boxofficemojo.com/movies/?id=dearfrankie.htm
dearjoh10ohni,2089,Dear John,SGem,"$80,014,842","3,062","$30,468,614","2,969",2010,2,5,http://www.boxofficemojo.com/movies/?id=dearjohn.htm
